Count,Acres,Parcel ID,PROTECTED,us_105vdep,us_110vdep,us_130vdep
1,0.222,09001_055822,NO,42,41,40
1,0.222,09001_063666,NO,78,78,68
1,0.222,09001_064608,NO,60,63,24
1,0.222,09001_064901,NO,59,70,24
1,0.222,09001_067481,NO,59,70,24
1,0.222,09001_067709,YES,84,84,11
1,0.222,09001_069284,NO,60,63,24
1,0.222,09001_069340,NO,59,70,24
1,0.222,09001_069393,YES,81,80,58
1,0.222,09001_072109,YES,59,70,24
1,0.222,09001_072276,NO,81,80,58
1,0.222,09001_072359,NO,33,33,40
1,0.222,09001_072442,NO,84,84,11
1,0.222,09001_104276,NO,62,75,24
1,0.222,09001_104992,NO,61,63,71
1,0.222,09001_104992,NO,81,80,58
1,0.222,09001_106382,YES,81,80,58
1,0.222,09001_106589,NO,100,100,60
1,0.222,09001_108730,NO,62,75,24
1,0.222,09001_123271,YES,81,80,58
1,0.222,09001_133669,YES,84,84,11
1,0.222,09001_135544,NO,63,66,71
1,0.222,09001_135822,NO,78,78,68
1,0.222,09001_136741,NO,81,80,58
1,0.222,09001_136789,NO,63,66,71
1,0.222,09001_137486,NO,84,84,11
1,0.222,09001_137653,NO,59,70,24
1,0.222,09001_137785,YES,60,65,71
1,0.222,09001_137803,NO,59,70,24
1,0.222,09001_137823,NO,59,70,24
1,0.222,09001_137964,YES,60,65,71
1,0.222,09001_138217,YES,42,41,40
1,0.222,09001_138250,YES,84,84,11
1,0.222,09001_138289,YES,42,41,40
1,0.222,09001_138290,YES,74,74,50
1,0.222,09001_138290,YES,100,100,60
1,0.222,09001_138294,YES,100,100,60
1,0.222,09001_138298,YES,59,70,24
1,0.222,09001_138298,YES,60,65,71
1,0.222,09001_138299,YES,81,80,58
1,0.222,09001_138331,NO,78,78,68
1,0.222,09001_138596,NO,78,78,68
1,0.222,09001_138596,NO,81,80,58
1,0.222,09001_138738,NO,59,70,24
1,0.222,09001_138823,NO,60,65,71
1,0.222,09001_138859,YES,42,41,40
1,0.222,09001_138860,NO,42,41,40
1,0.222,09001_138956,YES,81,80,58
1,0.222,09001_138965,YES,84,84,11
1,0.222,09001_138975,YES,63,66,71
1,0.222,09001_138975,YES,74,74,50
1,0.222,09001_138988,YES,59,70,24
1,0.222,09001_139007,YES,78,78,68
1,0.222,09001_139007,YES,81,80,58
1,0.222,09001_139088,YES,81,80,58
1,0.222,09001_139123,YES,81,80,58
1,0.222,09001_139135,YES,81,80,58
1,0.222,09001_139140,YES,60,65,71
1,0.222,09001_139143,YES,42,41,40
1,0.222,09001_139150,YES,81,80,58
1,0.222,09001_139159,YES,63,66,71
1,0.222,09001_139159,YES,81,80,58
1,0.222,09001_139165,YES,81,80,58
1,0.222,09001_139166,YES,59,70,24
1,0.222,09001_139167,YES,63,66,71
1,0.222,09001_139168,YES,42,41,40
1,0.222,09001_139168,YES,63,66,71
1,0.222,09001_139168,YES,78,78,68
1,0.222,09001_139168,YES,81,80,58
1,0.222,09001_139170,YES,63,66,71
1,0.222,09001_139200,YES,59,70,24
1,0.222,09001_139237,YES,59,70,24
1,0.222,09001_139237,YES,81,80,58
1,0.222,09001_139242,YES,63,66,71
1,0.222,09001_139247,YES,42,41,40
1,0.222,09001_139247,YES,60,65,71
1,0.222,09001_139250,YES,74,74,50
1,0.222,09001_139251,YES,42,41,40
1,0.222,09001_139251,YES,59,70,24
1,0.222,09001_139251,YES,84,84,11
1,0.222,09001_139255,YES,84,84,11
1,0.222,09001_139256,YES,81,80,58
1,0.222,09001_139267,YES,42,41,40
1,0.222,09001_139277,YES,42,41,40
1,0.222,09001_139316,YES,63,66,71
1,0.222,09001_139319,YES,81,80,58
1,0.222,09001_139319,YES,84,84,11
1,0.222,09001_139353,YES,81,80,58
1,0.222,09001_139378,YES,84,84,11
1,0.222,09001_139403,YES,59,70,24
1,0.222,09001_142506,YES,42,41,40
1,0.222,09001_147951,YES,42,41,40
1,0.222,09001_147958,YES,81,80,58
1,0.222,09001_152328,NO,76,76,68
1,0.222,09001_152837,YES,42,41,40
1,0.222,09001_152837,YES,81,80,58
1,0.222,09001_152840,YES,81,80,58
1,0.222,09001_152880,YES,59,70,24
1,0.222,09001_167197,NO,59,70,24
1,0.222,09001_167197,NO,81,80,58
1,0.222,09001_199876,YES,42,41,40
1,0.222,09001_200327,NO,60,65,71
1,0.222,09001_200350,NO,59,70,24
1,0.222,09001_251726,YES,60,61,18
1,0.222,09001_265492,NO,61,64,71
1,0.222,09001_265579,NO,59,70,24
1,0.222,09001_265590,YES,60,65,71
1,0.222,09001_265611,NO,58,62,24
1,0.222,09001_266411,YES,100,100,67
1,0.222,09001_266479,YES,78,78,68
1,0.222,09001_266983,YES,60,65,71
1,0.222,09001_266983,YES,81,80,58
1,0.222,09001_267027,YES,60,65,71
1,0.222,09001_267028,YES,100,100,60
1,0.222,09001_267033,YES,60,65,71
1,0.222,09001_267042,YES,42,41,40
1,0.222,09001_267043,YES,81,80,58
1,0.222,09001_267044,YES,74,74,50
1,0.222,09001_267049,YES,100,100,60
1,0.222,09001_267059,YES,42,41,40
1,0.222,09001_267059,YES,59,70,24
1,0.222,09001_267065,NO,59,70,24
1,0.222,09001_267070,YES,84,84,11
1,0.222,09001_267273,YES,42,41,40
1,0.222,09001_267305,YES,42,41,40
1,0.222,09001_267335,YES,84,84,11
1,0.222,09001_267337,YES,84,84,11
1,0.222,09001_267346,YES,42,41,40
1,0.222,09001_267346,YES,60,65,71
1,0.222,09001_267347,YES,42,41,40
1,0.222,09001_267352,YES,59,70,24
1,0.222,09001_267370,YES,59,70,24
1,0.222,09001_267370,YES,100,100,60
1,0.222,09001_267371,YES,81,80,58
1,0.222,09001_267437,YES,100,100,60
1,0.222,09001_267439,YES,84,84,11
1,0.222,09001_267442,YES,74,74,50
1,0.222,09001_267458,NO,58,62,24
1,0.222,09001_267468,YES,60,61,18
1,0.222,09001_267495,YES,59,70,24
1,0.222,09001_267495,YES,60,61,18
1,0.222,09001_267495,YES,100,100,60
1,0.222,09001_267513,NO,81,80,58
1,0.222,09001_267602,NO,61,64,71
1,0.222,09001_267889,NO,59,70,24
1,0.222,09001_267992,NO,83,82,58
1,0.222,09001_268457,YES,60,65,71
1,0.222,09001_268457,YES,81,80,58
1,0.222,09001_268478,YES,60,65,71
1,0.222,09001_268527,YES,59,70,24
1,0.222,09001_268527,YES,100,100,60
1,0.222,09001_268534,NO,59,70,24
1,0.222,09001_268689,NO,84,84,11
1,0.222,09001_268689,NO,100,100,60
1,0.222,09003_074511,NO,84,83,11
1,0.222,09005_00115,NO,33,33,40
1,0.222,09005_22515,NO,83,82,58
1,0.222,09005_25183,NO,84,84,11
1,0.222,09005_25308,YES,77,78,71
1,0.222,09005_25308,YES,86,88,24
1,0.222,09005_39187,NO,78,79,52
1,0.222,09005_39187,NO,84,82,68
1,0.222,09005_39195,YES,84,86,74
1,0.222,09005_40032,YES,83,82,58
1,0.222,09005_66113,YES,33,33,40
1,0.222,09005_66113,YES,76,82,71
1,0.222,09005_66997,YES,84,87,24
1,0.222,09005_67545,YES,84,86,74
1,0.222,09005_67545,YES,100,100,60
1,0.222,09005_67820,YES,70,73,71
1,0.222,09005_67820,YES,100,100,60
1,0.222,09005_69288,NO,100,100,60
1,0.222,09005_71764,NO,80,79,71
1,0.222,09005_75778,NO,85,85,74
1,0.222,09005_77666,YES,81,82,75
1,0.222,09005_84821,YES,100,100,60
1,0.222,09007_04379,YES,73,76,75
1,0.222,09007_07379,YES,36,34,40
1,0.222,09007_07688,YES,78,78,68
1,0.222,09007_08689,YES,58,61,24
1,0.222,09007_18344,NO,58,72,24
1,0.222,09007_18430,YES,58,72,24
1,0.222,09007_31341,YES,70,63,75
1,0.222,09007_31341,YES,75,75,71
1,0.222,09007_34679,NO,58,61,24
1,0.222,09007_42629,NO,77,77,68
1,0.222,09009_018833,NO,80,79,58
1,0.222,09009_023427,YES,47,45,40
1,0.222,09009_044697,NO,58,72,24
1,0.222,09009_052543,YES,58,72,24
1,0.222,09009_052543,YES,100,100,60
1,0.222,09009_052556,YES,47,45,40
1,0.222,09009_052556,YES,80,79,58
1,0.222,09009_124352,NO,36,34,40
1,0.222,09009_152226,NO,64,67,71
1,0.222,09011_000357,NO,36,34,40
1,0.222,09011_025299,NO,100,99,60
1,0.222,09011_025683,YES,24,23,18
1,0.222,09011_025702,YES,58,61,24
1,0.222,09011_025904,YES,73,76,75
1,0.222,09011_026323,NO,64,70,75
1,0.222,09011_026583,NO,58,61,24
1,0.222,09011_026889,YES,73,76,75
1,0.222,09011_026890,YES,73,76,75
1,0.222,09011_026891,YES,73,76,75
1,0.222,09011_026892,YES,58,61,24
1,0.222,09011_027594,NO,33,34,40
1,0.222,09011_027594,NO,52,55,24
1,0.222,09011_041089,YES,61,63,24
1,0.222,09011_041115,YES,100,100,60
1,0.222,09011_041415,YES,76,77,75
1,0.222,09011_041945,YES,80,79,58
1,0.222,09011_042239,NO,79,79,68
1,0.222,09011_042757,YES,80,79,58
1,0.222,09011_047462,NO,79,78,58
1,0.222,09011_047462,NO,100,100,67
1,0.222,09011_048614,NO,79,78,58
1,0.222,09011_053086,YES,100,99,60
1,0.222,09011_054021,YES,58,61,24
1,0.222,09011_054021,YES,80,79,58
1,0.222,09011_054024,YES,80,79,58
1,0.222,09011_067884,NO,33,34,40
1,0.222,09011_076733,YES,99,99,60
1,0.222,09011_077024,YES,58,61,24
1,0.222,09011_078895,YES,64,70,75
1,0.222,09011_078895,YES,80,79,58
1,0.222,09011_080511,NO,52,54,24
1,0.222,09011_083340,NO,66,72,75
1,0.222,09011_092245,YES,33,34,40
1,0.222,09011_092594,NO,79,78,58
1,0.222,09011_103742,NO,56,57,24
1,0.222,09013_05632,NO,58,56,24
1,0.222,09013_09798,NO,58,56,24
1,0.222,09013_14552,NO,84,84,11
1,0.222,09013_14552,NO,100,99,60
1,0.222,09013_15058,NO,33,34,40
1,0.222,09013_30607,NO,53,56,24
1,0.222,09013_30738,NO,53,56,24
1,0.222,09013_30759,YES,53,56,24
1,0.222,09013_30768,YES,53,56,24
1,0.222,09013_31325,NO,58,56,24
1,0.222,09013_31562,YES,33,34,40
1,0.222,09015_00353,NO,33,33,40
1,0.222,09015_04410,NO,52,55,24
1,0.222,09015_04410,NO,100,100,60
1,0.222,09015_05801,NO,53,55,24
1,0.222,09015_06631,NO,52,55,24
1,0.222,09015_06631,NO,100,100,60
1,0.222,09015_12530,NO,52,73,24
1,0.222,09015_18348,NO,57,67,24
1,0.222,09015_23771,NO,56,55,24
1,0.222,09015_25703,YES,53,56,24
1,0.222,09015_26964,NO,84,84,11
1,0.222,23005_007588,NO,58,56,55
1,0.222,23005_036907,NO,24,22,18
1,0.222,23005_036907,NO,99,88,54
1,0.222,23007_15473,NO,86,86,74
1,0.222,23009_07302,NO,16,17,24
1,0.222,23009_44262,NO,57,57,55
1,0.222,23015_08463,NO,84,83,77
1,0.222,23017_00945,NO,99,88,54
1,0.222,23017_09741,NO,57,56,55
1,0.222,23017_09796,YES,66,60,19
1,0.222,23017_16014,YES,82,82,74
1,0.222,23017_16014,YES,97,93,78
1,0.222,23017_33800,YES,78,78,68
1,0.222,23017_34944,NO,81,81,77
1,0.222,23017_34944,NO,82,82,74
1,0.222,23023_05865,YES,72,73,52
1,0.222,23023_05865,YES,99,88,54
1,0.222,23023_05885,YES,82,84,74
1,0.222,23023_05890,YES,44,59,24
1,0.222,23023_06116,YES,99,88,54
1,0.222,23023_17763,NO,85,85,74
1,0.222,23023_18116,NO,73,73,52
1,0.222,23023_18131,YES,73,73,52
1,0.222,23023_18310,YES,83,85,74
1,0.222,23023_18317,NO,100,100,67
1,0.222,23025_00013,YES,88,46,75
1,0.222,23025_08663,YES,100,89,54
1,0.222,23029_05317,YES,100,89,54
1,0.222,23029_15176,YES,40,51,51
1,0.222,23031_02602,NO,82,84,74
1,0.222,23031_04523,YES,20,22,18
1,0.222,23031_09490,NO,14,15,18
1,0.222,23031_30035,YES,99,88,54
1,0.222,23031_62624,NO,67,70,52
1,0.222,23031_62624,NO,85,86,77
1,0.222,23031_82410,YES,77,78,68
1,0.222,23031_92404,YES,97,93,78
1,0.222,23031_92637,YES,78,78,68
1,0.222,23031_92758,YES,75,76,58
1,0.222,23031_96154,YES,46,47,19
1,0.222,23031_96154,YES,67,70,52
1,0.222,23031_96929,YES,20,22,18
1,0.222,23031_96929,YES,100,88,54
1,0.222,25003_01249,NO,78,79,52
1,0.222,25003_01429,NO,83,82,68
1,0.222,25003_02213,YES,33,33,40
1,0.222,25003_02213,YES,78,79,52
1,0.222,25003_02213,YES,83,82,58
1,0.222,25003_02567,YES,100,100,60
1,0.222,25003_05371,YES,84,87,24
1,0.222,25003_08634,YES,78,79,68
1,0.222,25003_09184,YES,78,79,52
1,0.222,25003_13457,NO,81,81,75
1,0.222,25003_13457,NO,84,83,68
1,0.222,25003_15225,NO,81,81,75
1,0.222,25003_16571,YES,86,87,74
1,0.222,25003_17138,YES,56,56,19
1,0.222,25003_17138,YES,83,82,58
1,0.222,25003_17138,YES,84,87,24
1,0.222,25003_17526,YES,82,79,68
1,0.222,25003_18643,YES,82,79,68
1,0.222,25003_19400,YES,84,87,24
1,0.222,25003_19483,YES,69,70,24
1,0.222,25003_21583,YES,84,86,74
1,0.222,25003_26153,YES,84,87,24
1,0.222,25003_33761,YES,58,58,55
1,0.222,25003_33817,YES,78,79,52
1,0.222,25003_33817,YES,84,84,11
1,0.222,25003_33826,NO,83,82,58
1,0.222,25003_37257,YES,34,37,71
1,0.222,25003_37257,YES,83,82,58
1,0.222,25003_44223,NO,56,56,19
1,0.222,25003_44905,YES,33,33,40
1,0.222,25003_44905,YES,78,79,52
1,0.222,25003_44905,YES,82,79,68
1,0.222,25003_45383,NO,33,33,40
1,0.222,25003_45383,NO,79,79,52
1,0.222,25003_49076,YES,83,82,58
1,0.222,25003_49076,YES,84,87,24
1,0.222,25003_51558,YES,33,33,40
1,0.222,25003_52541,YES,78,79,68
1,0.222,25003_58464,YES,84,87,24
1,0.222,25003_64402,YES,76,76,75
1,0.222,25005_010562,NO,72,75,24
1,0.222,25005_020999,NO,80,77,58
1,0.222,25007_00523,NO,73,66,79
1,0.222,25007_01024,YES,99,99,11
1,0.222,25007_01877,NO,45,63,75
1,0.222,25007_01877,NO,100,100,67
1,0.222,25007_02445,YES,100,100,67
1,0.222,25007_03263,YES,20,20,18
1,0.222,25007_03263,YES,36,35,40
1,0.222,25007_05049,YES,81,77,68
1,0.222,25007_07386,YES,54,56,31
1,0.222,25007_07527,NO,68,67,79
1,0.222,25007_07602,NO,36,35,40
1,0.222,25007_07602,NO,73,66,79
1,0.222,25007_07948,YES,54,56,31
1,0.222,25007_12347,YES,36,35,40
1,0.222,25007_12419,YES,68,67,79
1,0.222,25007_14819,YES,100,100,67
1,0.222,25007_15246,YES,77,77,58
1,0.222,25007_16598,NO,68,67,79
1,0.222,25007_18114,YES,77,77,58
1,0.222,25007_18569,NO,45,63,75
1,0.222,25007_18569,NO,73,66,79
1,0.222,25007_18569,NO,81,77,68
1,0.222,25007_20364,NO,20,20,18
1,0.222,25007_20364,NO,99,99,11
1,0.222,25009_168898,NO,81,79,58
1,0.222,25011_00117,NO,49,66,24
1,0.222,25011_00117,NO,83,82,58
1,0.222,25011_03118,YES,49,66,24
1,0.222,25011_03118,YES,74,71,50
1,0.222,25011_04104,YES,74,71,50
1,0.222,25011_07410,YES,58,58,55
1,0.222,25011_20590,YES,83,82,58
1,0.222,25011_24973,YES,85,86,74
1,0.222,25011_29026,YES,32,33,40
1,0.222,25011_29026,YES,70,81,24
1,0.222,25011_34647,YES,86,87,74
1,0.222,25011_36616,NO,58,58,55
1,0.222,25011_37343,YES,70,81,24
1,0.222,25011_38749,YES,83,82,58
1,0.222,25013_011402,NO,80,84,24
1,0.222,25013_050090,NO,79,79,52
1,0.222,25013_135936,NO,60,61,24
1,0.222,25015_21929,NO,80,84,24
1,0.222,25015_21929,NO,84,83,58
1,0.222,25015_25025,YES,80,79,68
1,0.222,25015_32343,YES,80,79,68
1,0.222,25015_34481,YES,80,79,68
1,0.222,25015_39721,YES,84,83,58
1,0.222,25015_39721,YES,94,93,78
1,0.222,25015_39721,YES,100,100,60
1,0.222,25015_45625,YES,84,83,58
1,0.222,25015_53051,YES,58,58,55
1,0.222,25015_58543,YES,85,86,74
1,0.222,25023_137601,NO,57,76,31
1,0.222,25027_011518,NO,81,81,58
1,0.222,25027_022022,YES,60,61,24
1,0.222,25027_022022,YES,61,67,24
1,0.222,25027_022022,YES,79,79,52
1,0.222,25027_022022,YES,99,99,60
1,0.222,25027_107412,NO,58,58,55
1,0.222,25027_112223,YES,99,99,60
1,0.222,25027_221339,YES,58,58,55
1,0.222,25027_228553,NO,61,67,24
1,0.222,25027_228553,NO,84,83,11
1,0.222,25027_268026,YES,63,63,24
1,0.222,25027_268026,YES,85,86,74
1,0.222,33001_10663,NO,19,20,40
1,0.222,33003_01808,NO,70,79,24
1,0.222,33003_03294,YES,57,57,55
1,0.222,33003_03304,YES,91,91,78
1,0.222,33003_03663,YES,83,84,74
1,0.222,33003_14599,YES,62,70,24
1,0.222,33003_14599,YES,83,84,74
1,0.222,33003_15043,YES,67,70,52
1,0.222,33003_15368,YES,91,91,78
1,0.222,33003_21287,YES,79,79,68
1,0.222,33003_24228,YES,100,89,54
1,0.222,33003_24303,YES,78,78,68
1,0.222,33003_24303,YES,100,89,54
1,0.222,33003_24412,YES,19,20,40
1,0.222,33003_24489,YES,24,25,18
1,0.222,33003_24489,YES,85,85,74
1,0.222,33003_25174,YES,100,89,54
1,0.222,33003_38153,YES,79,79,68
1,0.222,33003_38630,YES,82,83,74
1,0.222,33003_38706,YES,58,57,55
1,0.222,33003_38900,YES,58,57,55
1,0.222,33003_38900,YES,82,83,74
1,0.222,33003_40683,NO,83,82,74
1,0.222,33003_40683,NO,91,91,78
1,0.222,33003_40683,NO,100,88,54
1,0.222,33003_40712,YES,85,86,74
1,0.222,33003_40894,YES,97,93,78
1,0.222,33003_41466,NO,77,76,68
1,0.222,33003_41466,NO,83,82,74
1,0.222,33003_43960,YES,68,73,66
1,0.222,33003_43960,YES,78,78,68
1,0.222,33003_47611,NO,76,76,58
1,0.222,33005_14126,NO,81,81,75
1,0.222,33005_14126,NO,83,86,74
1,0.222,33005_14815,YES,83,82,58
1,0.222,33005_14906,YES,79,79,68
1,0.222,33005_14906,YES,85,85,74
1,0.222,33005_14927,YES,83,82,58
1,0.222,33005_18238,NO,100,100,60
1,0.222,33005_18298,NO,78,79,52
1,0.222,33005_21224,YES,31,32,40
1,0.222,33005_21270,YES,77,77,58
1,0.222,33005_21330,YES,77,77,58
1,0.222,33005_21330,YES,83,82,58
1,0.222,33005_21330,YES,85,85,74
1,0.222,33005_21638,YES,83,82,58
1,0.222,33005_21787,YES,78,79,52
1,0.222,33005_21832,YES,85,85,74
1,0.222,33005_21850,YES,77,78,24
1,0.222,33005_21850,YES,83,82,58
1,0.222,33005_21850,YES,100,100,60
1,0.222,33005_28203,YES,85,85,74
1,0.222,33005_33858,YES,83,82,58
1,0.222,33005_33858,YES,85,85,74
1,0.222,33005_36337,YES,81,81,75
1,0.222,33005_36337,YES,84,85,74
1,0.222,33005_39380,NO,81,81,75
1,0.222,33007_08978,NO,84,85,77
1,0.222,33007_09647,YES,82,82,77
1,0.222,33007_12618,YES,67,62,24
1,0.222,33009_06561,NO,48,56,51
1,0.222,33009_13589,YES,78,78,52
1,0.222,33009_58410,NO,32,32,40
1,0.222,33009_58410,NO,49,49,19
1,0.222,33009_58410,NO,97,97,78
1,0.222,33011_117828,NO,57,57,55
1,0.222,33011_117828,NO,66,69,50
1,0.222,33011_117828,NO,84,85,74
1,0.222,33011_125972,YES,52,54,24
1,0.222,33011_127354,YES,81,81,75
1,0.222,33011_127463,YES,100,95,60
1,0.222,33011_127468,YES,100,95,60
1,0.222,33011_131297,YES,54,55,19
1,0.222,33013_15488,NO,78,79,68
1,0.222,33013_16919,YES,77,78,52
1,0.222,33013_28829,YES,24,16,18
1,0.222,33013_45102,NO,50,51,19
1,0.222,33015_043867,NO,84,84,11
1,0.222,33015_046039,YES,65,59,75
1,0.222,33015_048140,YES,78,72,55
1,0.222,33015_056524,YES,78,72,55
1,0.222,33015_064789,YES,71,67,75
1,0.222,33015_088723,YES,61,57,55
1,0.222,33017_07208,YES,14,15,18
1,0.222,33017_07208,YES,76,76,58
1,0.222,33017_07369,YES,70,67,75
1,0.222,33017_07409,YES,14,15,18
1,0.222,33017_07409,YES,65,59,75
1,0.222,33017_07409,YES,80,74,74
1,0.222,33017_08163,YES,78,72,55
1,0.222,33017_30317,YES,99,88,54
1,0.222,33017_30584,NO,99,88,54
1,0.222,33017_30601,YES,57,56,55
1,0.222,33017_30601,YES,77,78,68
1,0.222,33017_30601,YES,99,88,54
1,0.222,33017_30601,YES,100,100,67
1,0.222,33017_33989,NO,58,57,55
1,0.222,33017_36566,YES,57,56,55
1,0.222,33019_16244,YES,77,77,58
1,0.222,33019_21597,YES,43,45,24
1,0.222,36007_53893,NO,60,57,55
1,0.222,36007_53893,NO,76,77,75
1,0.222,36009_12841,NO,61,61,74
1,0.222,36009_12841,NO,75,75,24
1,0.222,36009_12841,NO,100,100,54
1,0.222,36009_42535,NO,78,78,57
1,0.222,36019_00411,NO,74,75,52
1,0.222,36019_09708,YES,33,55,51
1,0.222,36019_26237,NO,41,46,19
1,0.222,36019_26661,NO,75,82,74
1,0.222,36021_00983,NO,58,62,71
1,0.222,36021_01886,NO,71,70,24
1,0.222,36021_16617,NO,58,62,71
1,0.222,36021_16617,NO,59,62,71
1,0.222,36023_01440,NO,75,75,68
1,0.222,36027_014223,YES,64,66,71
1,0.222,36027_016529,YES,76,76,75
1,0.222,36027_018599,NO,33,33,40
1,0.222,36027_019934,YES,53,78,68
1,0.222,36027_019934,YES,59,60,24
1,0.222,36027_019934,YES,69,73,50
1,0.222,36027_022373,YES,100,100,60
1,0.222,36027_023252,YES,83,82,58
1,0.222,36027_025000,YES,57,77,58
1,0.222,36027_025181,YES,83,61,24
1,0.222,36027_028218,NO,58,58,55
1,0.222,36027_028218,NO,76,76,75
1,0.222,36027_046892,NO,66,61,24
1,0.222,36027_052639,NO,56,59,71
1,0.222,36027_052639,NO,59,58,24
1,0.222,36029_255707,YES,31,33,40
1,0.222,36031_12519,YES,88,88,51
1,0.222,36031_24223,YES,79,81,74
1,0.222,36031_24266,YES,49,81,74
1,0.222,36031_24266,YES,77,46,19
1,0.222,36031_24521,NO,47,27,40
1,0.222,36031_24521,NO,75,46,19
1,0.222,36031_24521,NO,77,46,19
1,0.222,36031_34221,NO,91,90,90
1,0.222,36035_11553,YES,75,76,52
1,0.222,36045_01611,YES,75,62,55
1,0.222,36049_03646,YES,76,82,11
1,0.222,36049_07079,YES,56,58,55
1,0.222,36049_08346,YES,62,71,51
1,0.222,36049_08860,YES,56,57,55
1,0.222,36049_08867,YES,56,58,55
1,0.222,36065_094374,NO,79,81,75
1,0.222,36071_048589,NO,73,74,68
1,0.222,36071_114818,NO,33,34,40
1,0.222,36075_19488,NO,85,85,75
1,0.222,36079_04012,YES,83,83,11
1,0.222,36079_15186,YES,83,83,11
1,0.222,36079_37040,NO,34,34,40
1,0.222,36079_37040,NO,70,65,24
1,0.222,36083_11351,NO,77,78,68
1,0.222,36091_00435,YES,71,73,50
1,0.222,36091_12423,NO,76,79,58
1,0.222,36091_89994,NO,33,33,40
1,0.222,36103_017694,NO,99,99,11
1,0.222,36103_023233,NO,62,68,75
1,0.222,36103_026191,YES,52,69,31
1,0.222,36103_026191,YES,62,68,75
1,0.222,36103_026191,YES,90,89,58
1,0.222,36103_035280,YES,52,69,31
1,0.222,36103_082308,YES,74,74,18
1,0.222,36103_139894,NO,77,86,79
1,0.222,36103_143064,YES,74,74,18
1,0.222,36103_151735,YES,57,63,75
1,0.222,36103_287295,YES,75,75,68
1,0.222,36111_74526,NO,58,58,55
1,0.222,36113_25169,NO,39,46,19
1,0.222,36113_25881,YES,84,84,83
1,0.222,36115_12629,YES,32,32,40
1,0.222,36115_14978,YES,58,58,55
1,0.222,36115_14978,YES,62,63,50
1,0.222,36115_14978,YES,81,80,58
1,0.222,36115_15017,YES,81,81,75
1,0.222,36115_15017,YES,86,84,11
1,0.222,36115_15025,NO,46,53,24
1,0.222,36115_15025,NO,81,80,58
1,0.222,36115_15025,NO,81,81,75
1,0.222,36115_15026,YES,46,53,24
1,0.222,36115_15026,YES,81,81,75
1,0.222,36119_000496,NO,34,34,40
1,0.222,36119_000496,NO,55,57,71
1,0.222,36119_032994,NO,76,75,50
1,0.222,36119_033668,NO,78,78,68
1,0.222,36119_066558,NO,68,69,24
1,0.222,36119_128423,NO,76,76,68
1,0.222,36119_135253,NO,100,100,60
1,0.222,36119_184615,NO,34,34,40
1,0.222,36119_184615,NO,76,75,50
1,0.222,36119_184929,NO,76,76,68
1,0.222,36119_184929,NO,79,78,58
1,0.222,36119_193245,NO,63,74,24
1,0.222,36119_193661,YES,42,41,40
1,0.222,36119_193986,NO,68,69,24
1,0.222,36119_194121,NO,68,69,24
1,0.222,36119_194121,NO,79,78,58
1,0.222,36119_194473,NO,42,41,40
1,0.222,36119_194610,NO,42,41,40
1,0.222,36119_194624,NO,100,100,60
1,0.222,36119_229747,NO,76,76,68
1,0.222,36119_234934,YES,52,55,71
1,0.222,36119_234934,YES,100,100,60
1,0.222,36119_240423,YES,58,60,71
1,0.222,36119_240423,YES,68,69,24
1,0.222,36119_240423,YES,79,78,58
1,0.222,44003_14133,YES,57,67,24
1,0.222,44003_14133,YES,99,99,60
1,0.222,44003_17244,YES,33,33,40
1,0.222,44005_02312,YES,36,35,40
1,0.222,44005_03226,YES,79,78,68
1,0.222,44005_07305,YES,61,70,24
1,0.222,44005_09706,YES,20,20,18
1,0.222,44007_040313,NO,56,70,24
1,0.222,44007_040313,NO,84,84,11
1,0.222,44007_045174,NO,81,80,58
1,0.222,44007_045178,NO,34,34,40
1,0.222,44007_045178,NO,80,77,58
1,0.222,44007_045218,YES,56,70,24
1,0.222,44007_045401,YES,81,80,58
1,0.222,44007_048499,YES,56,70,24
1,0.222,44007_056441,YES,57,67,24
1,0.222,44007_056925,YES,81,80,58
1,0.222,44007_058588,NO,84,84,11
1,0.222,44007_058634,NO,84,84,11
1,0.222,44007_060600,YES,84,84,11
1,0.222,44007_060985,NO,80,77,58
1,0.222,44007_061036,YES,56,70,24
1,0.222,44007_065978,NO,34,34,40
1,0.222,44007_065978,NO,56,70,24
1,0.222,44007_066807,YES,56,70,24
1,0.222,44007_075527,YES,84,84,11
1,0.222,44007_088980,NO,34,34,40
1,0.222,44007_089074,YES,81,80,58
1,0.222,44007_089117,NO,56,70,24
1,0.222,44007_089586,YES,81,80,58
1,0.222,44007_104041,YES,84,84,11
1,0.222,44009_02336,YES,33,33,40
1,0.222,44009_06806,YES,33,33,40
1,0.222,44009_10718,YES,33,33,40
1,0.222,44009_10737,NO,33,33,40
1,0.222,44009_12777,NO,70,73,75
1,0.222,44009_12780,YES,80,79,58
1,0.222,44009_13351,YES,73,78,24
1,0.222,44009_16845,YES,33,33,40
1,0.222,44009_17053,YES,33,33,40
1,0.222,44009_20630,YES,100,100,60
1,0.222,44009_20697,YES,20,19,18
1,0.222,44009_20776,YES,73,76,75
1,0.222,44009_22474,YES,20,19,18
1,0.222,44009_22474,YES,33,33,40
1,0.222,44009_22481,YES,72,75,75
1,0.222,44009_22875,YES,80,79,58
1,0.222,44009_23586,YES,33,33,40
1,0.222,44009_23678,YES,33,33,40
1,0.222,44009_23680,YES,72,75,75
1,0.222,44009_24225,YES,80,79,58
1,0.222,44009_24797,YES,80,79,58
