Protected,2001,2008,2012
No,14,15,18
No,16,17,24
No,17,19,40
No,19,20,18
No,19,20,40
No,20,19,18
No,20,20,18
No,20,22,18
No,24,22,18
No,24,23,18
No,24,25,18
No,25,21,18
No,25,24,18
No,29,29,40
No,30,32,40
No,30,44,51
No,31,32,40
No,31,33,40
No,32,32,40
No,32,33,40
No,33,32,18
No,33,33,40
No,33,33,75
No,33,34,40
No,34,33,18
No,34,33,40
No,34,34,40
No,34,48,51
No,36,34,40
No,36,35,40
No,36,36,86
No,37,29,40
No,38,58,24
No,38,59,24
No,39,37,40
No,39,45,19
No,39,46,19
No,39,56,24
No,40,40,18
No,40,47,19
No,40,51,19
No,41,46,19
No,41,47,19
No,41,48,19
No,41,50,19
No,42,28,40
No,42,41,40
No,42,54,75
No,42,60,75
No,43,63,24
No,44,59,24
No,44,65,24
No,45,45,40
No,45,63,75
No,46,53,24
No,47,27,40
No,47,41,19
No,47,45,40
No,48,48,19
No,48,54,24
No,48,56,51
No,48,59,51
No,48,66,24
No,48,67,24
No,49,49,19
No,49,55,50
No,49,58,51
No,49,59,51
No,49,60,51
No,49,66,24
No,50,50,86
No,50,51,19
No,51,51,19
No,52,52,49
No,52,54,24
No,52,55,24
No,52,55,71
No,52,64,24
No,52,69,31
No,52,73,24
No,53,54,19
No,53,55,24
No,53,56,24
No,53,63,51
No,54,47,31
No,54,52,24
No,54,56,31
No,54,56,71
No,54,62,51
No,54,63,24
No,55,55,19
No,55,56,49
No,55,56,71
No,55,57,71
No,55,64,51
No,56,55,24
No,56,56,19
No,56,56,55
No,56,57,24
No,56,57,55
No,56,57,71
No,56,58,55
No,56,58,71
No,56,59,71
No,56,67,24
No,56,70,24
No,56,71,24
No,57,56,55
No,57,57,55
No,57,58,55
No,57,60,51
No,57,60,71
No,57,63,51
No,57,63,75
No,57,67,24
No,57,69,31
No,57,76,31
No,58,44,19
No,58,56,24
No,58,56,55
No,58,57,55
No,58,58,49
No,58,58,55
No,58,60,71
No,58,61,24
No,58,61,71
No,58,62,24
No,58,62,71
No,58,72,24
No,58,77,68
No,59,56,55
No,59,58,24
No,59,60,71
No,59,61,49
No,59,62,71
No,59,65,24
No,59,66,75
No,59,70,24
No,60,53,19
No,60,57,55
No,60,60,49
No,60,61,24
No,60,62,71
No,60,63,24
No,60,63,71
No,60,63,75
No,60,64,51
No,60,65,71
No,60,67,51
No,60,70,24
No,61,50,19
No,61,61,74
No,61,63,71
No,61,64,71
No,61,66,24
No,61,67,24
No,61,69,24
No,61,69,75
No,62,64,75
No,62,66,71
No,62,68,75
No,62,69,51
No,62,75,24
No,63,63,24
No,63,65,71
No,63,66,71
No,63,71,75
No,63,74,24
No,64,63,24
No,64,65,50
No,64,66,71
No,64,67,71
No,64,70,75
No,64,76,24
No,65,64,24
No,65,66,75
No,65,67,75
No,66,61,24
No,66,68,24
No,66,69,50
No,66,72,75
No,67,65,58
No,67,67,50
No,67,68,71
No,67,70,52
No,67,71,75
No,67,72,51
No,67,75,75
No,67,86,79
No,68,67,66
No,68,67,79
No,68,69,24
No,68,69,75
No,68,71,75
No,68,72,52
No,68,75,24
No,68,77,24
No,69,65,20
No,69,65,66
No,69,68,66
No,69,68,68
No,69,68,75
No,69,69,71
No,69,70,24
No,69,70,71
No,69,72,71
No,69,73,24
No,69,73,75
No,69,79,24
No,70,65,24
No,70,66,66
No,70,69,24
No,70,69,66
No,70,70,50
No,70,71,71
No,70,73,75
No,70,74,66
No,70,76,24
No,70,76,66
No,70,78,75
No,70,79,24
No,71,70,24
No,71,71,58
No,71,72,50
No,71,72,52
No,71,73,52
No,71,74,75
No,71,75,75
No,71,76,24
No,71,77,75
No,71,82,79
No,72,56,55
No,72,72,52
No,72,72,58
No,72,73,52
No,72,73,68
No,72,73,71
No,72,75,24
No,72,75,75
No,72,79,24
No,72,80,74
No,73,66,79
No,73,73,51
No,73,73,52
No,73,73,71
No,73,74,52
No,73,74,68
No,73,75,58
No,73,76,75
No,73,82,11
No,74,70,55
No,74,74,18
No,74,74,50
No,74,74,58
No,74,74,79
No,74,75,52
No,74,75,58
No,74,75,68
No,74,76,52
No,74,76,58
No,74,90,79
No,75,46,19
No,75,69,75
No,75,71,74
No,75,75,24
No,75,75,58
No,75,75,68
No,75,76,58
No,75,76,68
No,75,77,68
No,75,82,52
No,75,82,74
No,76,75,50
No,76,76,52
No,76,76,58
No,76,76,68
No,76,76,75
No,76,77,52
No,76,77,58
No,76,77,68
No,76,77,75
No,76,79,58
No,76,82,11
No,76,82,24
No,77,46,19
No,77,61,24
No,77,72,75
No,77,76,68
No,77,76,75
No,77,77,50
No,77,77,58
No,77,77,68
No,77,77,75
No,77,78,52
No,77,78,68
No,77,78,71
No,77,83,79
No,77,86,79
No,78,72,55
No,78,76,75
No,78,77,58
No,78,77,68
No,78,77,71
No,78,78,52
No,78,78,57
No,78,78,68
No,78,78,75
No,78,79,52
No,78,79,68
No,78,79,75
No,78,80,75
No,78,83,74
No,78,87,79
No,79,76,50
No,79,78,58
No,79,78,68
No,79,79,50
No,79,79,52
No,79,79,68
No,79,80,69
No,79,81,69
No,79,81,75
No,79,83,74
No,80,77,58
No,80,79,58
No,80,79,68
No,80,79,71
No,80,80,50
No,80,80,52
No,80,80,58
No,80,80,74
No,80,80,75
No,80,81,74
No,80,81,75
No,80,84,24
No,80,85,83
No,80,86,79
No,81,76,74
No,81,77,68
No,81,79,58
No,81,79,68
No,81,79,75
No,81,80,58
No,81,80,68
No,81,81,58
No,81,81,66
No,81,81,75
No,81,81,77
No,81,81,83
No,81,82,74
No,81,82,75
No,81,82,77
No,81,84,74
No,81,84,77
No,81,85,77
No,82,79,68
No,82,80,75
No,82,81,68
No,82,81,77
No,82,82,71
No,82,82,74
No,82,82,77
No,82,83,74
No,82,84,74
No,82,84,77
No,82,85,77
No,83,74,50
No,83,81,68
No,83,82,58
No,83,82,68
No,83,82,74
No,83,83,11
No,83,83,50
No,83,83,83
No,83,84,74
No,83,84,77
No,83,85,74
No,83,86,74
No,84,46,19
No,84,82,68
No,84,83,11
No,84,83,58
No,84,83,68
No,84,83,75
No,84,83,77
No,84,84,11
No,84,84,50
No,84,84,74
No,84,85,74
No,84,85,77
No,84,86,74
No,84,87,24
No,85,84,75
No,85,85,74
No,85,85,75
No,85,85,77
No,85,86,74
No,85,86,77
No,85,86,83
No,86,82,74
No,86,83,24
No,86,83,75
No,86,86,74
No,86,86,75
No,86,86,77
No,86,87,74
No,86,88,24
No,86,91,24
No,87,88,90
No,87,90,78
No,88,86,24
No,88,88,77
No,89,87,78
No,89,88,24
No,89,89,90
No,89,91,78
No,90,88,78
No,90,89,78
