No,90,91,75
No,90,91,78
No,91,77,68
No,91,89,78
No,91,90,78
No,91,90,90
No,91,91,75
No,91,91,78
No,92,88,78
No,93,92,66
No,96,100,85
No,97,93,78
No,97,97,78
No,98,97,51
No,99,88,54
No,99,88,60
No,99,99,11
No,99,99,60
No,99,99,78
No,99,100,60
No,100,56,55
No,100,88,54
No,100,89,54
No,100,98,85
No,100,99,60
No,100,100,54
No,100,100,60
No,100,100,67
No,100,100,78
Yes,14,15,18
Yes,17,19,40
Yes,19,20,40
Yes,20,19,18
Yes,20,20,18
Yes,20,22,18
Yes,24,16,18
Yes,24,22,18
Yes,24,23,18
Yes,24,25,18
Yes,25,21,18
Yes,25,23,40
Yes,25,24,18
Yes,28,30,40
Yes,28,36,51
Yes,29,29,40
Yes,29,32,40
Yes,31,32,40
Yes,31,33,40
Yes,31,45,51
Yes,32,32,40
Yes,32,32,75
Yes,32,33,40
Yes,33,33,40
Yes,33,34,40
Yes,33,55,51
Yes,34,33,18
Yes,34,33,40
Yes,34,34,40
Yes,34,37,71
Yes,36,34,40
Yes,36,35,40
Yes,36,36,86
Yes,37,29,40
Yes,37,47,51
Yes,38,58,24
Yes,38,59,24
Yes,39,37,40
Yes,39,44,19
Yes,39,49,51
Yes,39,54,24
Yes,40,39,24
Yes,40,42,51
Yes,40,47,19
Yes,40,47,51
Yes,40,48,19
Yes,40,51,51
Yes,41,46,19
Yes,41,47,19
Yes,41,50,19
Yes,41,66,24
Yes,42,35,40
Yes,42,41,40
Yes,42,47,19
Yes,42,54,75
Yes,42,58,24
Yes,43,45,24
Yes,43,48,19
Yes,43,55,75
Yes,44,55,24
Yes,44,59,24
Yes,45,45,40
Yes,45,63,75
Yes,46,47,19
Yes,46,50,19
Yes,46,53,24
Yes,47,27,40
Yes,47,45,40
Yes,47,51,19
Yes,47,63,24
Yes,48,48,19
Yes,48,54,24
Yes,48,57,51
Yes,48,57,75
Yes,48,59,51
Yes,49,49,19
Yes,49,59,51
Yes,49,60,51
Yes,49,62,51
Yes,49,64,51
Yes,49,66,24
Yes,49,75,52
Yes,49,81,74
Yes,50,50,18
Yes,50,60,51
Yes,50,61,51
Yes,51,62,24
Yes,52,52,49
Yes,52,54,24
Yes,52,55,24
Yes,52,55,71
Yes,52,68,24
Yes,52,69,31
Yes,52,73,24
Yes,53,53,24
Yes,53,54,19
Yes,53,54,71
Yes,53,55,24
Yes,53,56,24
Yes,53,57,71
Yes,53,60,51
Yes,53,61,24
Yes,53,65,51
Yes,53,69,24
Yes,53,78,68
Yes,54,47,31
Yes,54,52,24
Yes,54,55,19
Yes,54,56,31
Yes,55,55,19
Yes,55,56,71
Yes,55,59,51
Yes,55,63,51
Yes,55,64,51
Yes,56,55,49
Yes,56,56,19
Yes,56,56,55
Yes,56,57,24
Yes,56,57,55
Yes,56,58,55
Yes,56,59,24
Yes,56,59,71
Yes,56,70,24
Yes,56,71,24
Yes,57,56,55
Yes,57,57,55
Yes,57,58,24
Yes,57,58,55
Yes,57,63,75
Yes,57,65,75
Yes,57,67,24
Yes,57,74,75
Yes,57,77,58
Yes,58,56,55
Yes,58,57,55
Yes,58,58,55
Yes,58,59,24
Yes,58,60,71
Yes,58,61,24
Yes,58,65,51
Yes,58,68,24
Yes,58,72,24
Yes,58,76,31
Yes,58,77,58
Yes,59,56,55
Yes,59,58,24
Yes,59,60,24
Yes,59,60,71
Yes,59,65,24
Yes,59,69,24
Yes,59,70,24
Yes,60,58,55
Yes,60,61,18
Yes,60,61,24
Yes,60,62,71
Yes,60,63,71
Yes,60,64,24
Yes,60,65,71
Yes,61,56,55
Yes,61,57,55
Yes,61,63,24
Yes,61,63,71
Yes,61,64,71
Yes,61,67,24
Yes,61,67,51
Yes,61,70,24
Yes,62,63,50
Yes,62,64,24
Yes,62,64,50
Yes,62,64,71
Yes,62,64,75
Yes,62,66,71
Yes,62,68,75
Yes,62,69,51
Yes,62,70,24
Yes,62,71,51
Yes,62,73,75
Yes,62,75,24
Yes,62,81,75
Yes,62,84,24
Yes,63,55,19
Yes,63,62,24
Yes,63,63,24
Yes,63,66,71
Yes,63,70,75
Yes,63,71,75
Yes,63,74,24
Yes,64,65,50
Yes,64,65,79
Yes,64,66,66
Yes,64,66,71
Yes,64,68,51
Yes,64,70,75
Yes,65,59,75
Yes,65,62,24
Yes,65,65,50
Yes,66,58,55
Yes,66,60,19
Yes,66,68,24
Yes,66,68,51
Yes,66,71,75
Yes,66,79,31
Yes,67,55,49
Yes,67,62,24
Yes,67,65,58
Yes,67,66,66
Yes,67,67,24
Yes,67,67,50
Yes,67,69,71
Yes,67,70,52
Yes,67,72,51
Yes,67,72,66
Yes,67,81,31
Yes,67,86,79
Yes,68,61,24
Yes,68,67,66
Yes,68,67,75
Yes,68,67,79
Yes,68,69,24
Yes,68,69,66
Yes,68,69,75
Yes,68,71,75
Yes,68,72,52
Yes,68,73,66
Yes,68,73,75
Yes,68,75,24
Yes,68,77,24
Yes,69,65,66
Yes,69,68,75
Yes,69,70,24
Yes,69,70,75
Yes,69,72,24
Yes,69,72,71
Yes,69,73,24
Yes,69,73,50
Yes,69,73,75
Yes,69,77,66
Yes,69,77,75
Yes,70,63,75
Yes,70,65,24
Yes,70,66,66
Yes,70,67,75
Yes,70,69,58
Yes,70,72,24
Yes,70,73,71
Yes,70,73,75
Yes,70,74,52
Yes,70,74,66
Yes,70,75,75
Yes,70,79,24
Yes,70,81,24
Yes,71,66,19
Yes,71,66,75
Yes,71,67,75
Yes,71,72,50
Yes,71,73,24
Yes,71,73,50
Yes,71,73,52
Yes,71,74,75
Yes,71,75,51
Yes,71,75,75
Yes,71,76,24
Yes,71,77,24
Yes,71,77,66
Yes,71,82,79
Yes,72,56,55
Yes,72,68,75
Yes,72,73,52
Yes,72,73,58
Yes,72,74,75
Yes,72,75,75
Yes,72,81,75
Yes,73,72,58
Yes,73,73,51
Yes,73,73,52
Yes,73,74,52
Yes,73,74,68
Yes,73,75,58
Yes,73,75,68
Yes,73,75,75
Yes,73,76,50
Yes,73,76,75
Yes,73,78,24
Yes,73,81,11
Yes,73,82,11
Yes,74,69,20
Yes,74,71,50
Yes,74,72,24
Yes,74,74,18
Yes,74,74,50
Yes,74,74,52
Yes,74,74,58
Yes,74,74,68
Yes,74,75,52
Yes,74,75,68
Yes,74,76,52
Yes,74,76,58
Yes,75,46,19
Yes,75,62,55
Yes,75,68,86
Yes,75,75,52
Yes,75,75,58
Yes,75,75,68
Yes,75,75,71
Yes,75,76,52
Yes,75,76,58
Yes,75,76,68
Yes,75,76,75
Yes,75,77,68
Yes,75,82,52
Yes,75,82,74
Yes,76,75,50
Yes,76,75,52
Yes,76,75,75
Yes,76,76,52
Yes,76,76,58
Yes,76,76,68
Yes,76,76,75
Yes,76,77,52
Yes,76,77,57
Yes,76,77,58
Yes,76,77,68
Yes,76,77,75
Yes,76,79,52
Yes,76,79,58
Yes,76,80,66
Yes,76,82,11
Yes,76,82,52
Yes,76,82,71
Yes,76,82,74
Yes,76,86,79
Yes,77,46,19
Yes,77,75,52
Yes,77,77,50
Yes,77,77,58
Yes,77,77,68
Yes,77,77,75
Yes,77,78,24
Yes,77,78,52
Yes,77,78,68
Yes,77,78,71
Yes,77,78,75
Yes,77,83,79
Yes,77,86,79
Yes,77,90,90
Yes,78,54,19
Yes,78,72,55
Yes,78,77,58
Yes,78,77,68
Yes,78,77,71
Yes,78,78,52
Yes,78,78,68
Yes,78,78,75
Yes,78,79,50
Yes,78,79,52
Yes,78,79,68
Yes,78,79,75
Yes,78,83,74
Yes,78,87,79
Yes,79,77,50
Yes,79,78,58
Yes,79,78,68
Yes,79,79,52
Yes,79,79,68
Yes,79,79,71
Yes,79,80,69
Yes,79,81,74
Yes,79,81,75
Yes,79,83,74
Yes,79,85,79
Yes,80,74,74
Yes,80,76,11
Yes,80,76,50
Yes,80,77,58
Yes,80,79,58
Yes,80,79,68
Yes,80,80,50
Yes,80,80,52
Yes,80,80,58
Yes,80,80,75
Yes,80,81,52
Yes,80,81,75
Yes,80,83,74
Yes,80,84,74
Yes,80,85,74
Yes,80,85,77
Yes,80,85,83
Yes,80,89,52
Yes,81,76,74
Yes,81,77,68
Yes,81,79,58
Yes,81,79,68
Yes,81,80,58
Yes,81,80,68
Yes,81,81,58
Yes,81,81,75
Yes,81,81,77
Yes,81,82,74
Yes,81,82,75
Yes,81,82,77
Yes,81,83,66
Yes,81,83,74
Yes,81,84,74
Yes,81,84,77
Yes,81,85,77
Yes,82,77,19
Yes,82,79,50
Yes,82,79,68
Yes,82,81,68
Yes,82,81,77
Yes,82,82,31
Yes,82,82,74
Yes,82,82,77
Yes,82,83,50
Yes,82,83,71
Yes,82,83,74
Yes,82,83,75
Yes,82,84,74
Yes,82,85,77
Yes,82,90,79
Yes,83,61,24
Yes,83,81,68
Yes,83,82,58
Yes,83,82,68
Yes,83,82,74
Yes,83,83,11
Yes,83,83,50
Yes,83,83,74
Yes,83,83,83
Yes,83,84,74
Yes,83,85,74
Yes,83,86,24
Yes,83,86,83
Yes,84,46,19
Yes,84,63,24
Yes,84,82,68
Yes,84,83,58
Yes,84,83,68
Yes,84,83,75
Yes,84,84,11
Yes,84,84,71
Yes,84,84,83
Yes,84,85,74
Yes,84,85,77
Yes,84,86,74
Yes,84,86,77
Yes,84,87,24
Yes,85,84,74
Yes,85,84,75
Yes,85,85,74
Yes,85,85,75
Yes,85,85,77
Yes,85,86,66
Yes,85,86,71
Yes,85,86,74
Yes,85,86,77
Yes,85,86,83
Yes,86,65,79
Yes,86,83,75
Yes,86,84,11
Yes,86,86,44
Yes,86,86,55
Yes,86,86,74
Yes,86,86,75
Yes,86,86,77
Yes,86,87,74
Yes,86,88,24
Yes,86,91,24
Yes,87,62,79
Yes,87,87,74
Yes,87,87,83
Yes,87,88,66
Yes,87,89,66
Yes,87,89,78
Yes,87,90,78
Yes,87,91,78
Yes,88,46,75
Yes,88,86,24
Yes,88,88,51
Yes,88,88,77
Yes,88,89,66
Yes,88,89,77
Yes,88,89,78
Yes,88,89,90
Yes,88,91,78
Yes,89,82,68
Yes,89,87,78
Yes,89,88,24
Yes,89,89,90
Yes,89,91,78
Yes,90,88,78
Yes,90,89,58
Yes,90,89,78
Yes,90,90,78
Yes,90,91,66
Yes,90,91,78
Yes,91,63,24
Yes,91,77,68
Yes,91,88,78
Yes,91,89,78
Yes,91,90,75
Yes,91,90,78
Yes,91,90,90
Yes,91,91,75
Yes,91,91,78
Yes,91,91,90
Yes,92,88,78
Yes,92,91,78
Yes,92,92,78
Yes,92,93,24
Yes,93,77,55
Yes,94,93,78
Yes,97,93,78
Yes,98,95,85
Yes,98,97,51
Yes,99,88,54
Yes,99,98,85
Yes,99,99,11
Yes,99,99,60
Yes,100,56,55
Yes,100,77,58
Yes,100,77,68
Yes,100,88,54
Yes,100,89,54
Yes,100,89,60
Yes,100,95,60
Yes,100,98,85
Yes,100,99,60
Yes,100,100,31
Yes,100,100,55
Yes,100,100,60
Yes,100,100,67
Yes,100,100,78
Yes,100,100,85
