Count,Acres,PROTECTED,BpS_Name_105
86,19,YES,Appalachian (Hemlock-)Northern Hardwood Forest
86,19,YES,Central Appalachian Dry Oak-Pine Forest
86,19,YES,Laurentian-Acadian Floodplain Systems
86,19,YES,Laurentian-Acadian Northern Hardwoods Forest
86,19,YES,Laurentian-Acadian Pine-Hemlock-Hardwood Forest
86,19,YES,Laurentian-Acadian Swamp Systems
85,19,NO,Appalachian (Hemlock-)Northern Hardwood Forest
85,19,NO,Central Appalachian Dry Oak-Pine Forest
85,19,NO,Central Interior and Appalachian Swamp Systems
85,19,YES,Acadian Low-Elevation Spruce-Fir-Hardwood Forest
85,19,YES,Appalachian (Hemlock-)Northern Hardwood Forest
85,19,YES,Central Appalachian Dry Oak-Pine Forest
85,19,YES,Central Appalachian Pine-Oak Rocky Woodland
85,19,YES,Central Interior and Appalachian Riparian Systems
85,19,YES,Laurentian-Acadian Northern Hardwoods Forest
85,19,YES,Laurentian-Acadian Pine-Hemlock-Hardwood Forest
84,19,NO,Central Appalachian Dry Oak-Pine Forest
84,19,NO,Laurentian-Acadian Northern Hardwoods Forest
84,19,NO,Laurentian-Acadian Northern Pine(-Oak) Forest
84,19,YES,Central Appalachian Dry Oak-Pine Forest
84,19,YES,Central Appalachian Pine-Oak Rocky Woodland
84,19,YES,Laurentian-Acadian Shrub-Herbaceous Wetland Systems
84,19,YES,Northern Atlantic Coastal Plain Pitch Pine Barrens
83,18,NO,Appalachian (Hemlock-)Northern Hardwood Forest
83,18,NO,Central Appalachian Dry Oak-Pine Forest
83,18,YES,Appalachian (Hemlock-)Northern Hardwood Forest
83,18,YES,Central Appalachian Dry Oak-Pine Forest
83,18,YES,Laurentian-Acadian Northern Hardwoods Forest
83,18,YES,Northeastern Interior Dry-Mesic Oak Forest
83,18,YES,Northern Atlantic Coastal Plain Hardwood Forest
82,18,NO,Appalachian (Hemlock-)Northern Hardwood Forest
82,18,NO,Central Appalachian Dry Oak-Pine Forest
82,18,NO,Laurentian-Acadian Northern Hardwoods Forest
82,18,NO,Northeastern Interior Dry-Mesic Oak Forest
82,18,NO,Open Water
82,18,YES,Appalachian (Hemlock-)Northern Hardwood Forest
82,18,YES,Central Appalachian Dry Oak-Pine Forest
82,18,YES,Laurentian-Acadian Northern Hardwoods Forest
82,18,YES,Laurentian-Acadian Pine-Hemlock-Hardwood Forest
82,18,YES,Northern Atlantic Coastal Plain Hardwood Forest
81,18,NO,Open Water
81,18,YES,Central Appalachian Dry Oak-Pine Forest
81,18,YES,Central Appalachian Pine-Oak Rocky Woodland
81,18,YES,Central Interior and Appalachian Swamp Systems
81,18,YES,Laurentian-Acadian Northern Hardwoods Forest
81,18,YES,Laurentian-Acadian Pine-Hemlock-Hardwood Forest
81,18,YES,Laurentian-Acadian Swamp Systems
81,18,YES,Northeastern Interior Dry-Mesic Oak Forest
80,18,NO,Appalachian (Hemlock-)Northern Hardwood Forest
80,18,NO,Central Appalachian Dry Oak-Pine Forest
80,18,NO,Central Appalachian Pine-Oak Rocky Woodland
80,18,NO,Central Interior and Appalachian Floodplain Systems
80,18,NO,Laurentian-Acadian Northern Hardwoods Forest
80,18,YES,Acadian Low-Elevation Spruce-Fir-Hardwood Forest
80,18,YES,Appalachian (Hemlock-)Northern Hardwood Forest
80,18,YES,Central Appalachian Dry Oak-Pine Forest
80,18,YES,Central Interior and Appalachian Riparian Systems
80,18,YES,Laurentian-Acadian Northern Hardwoods Forest
80,18,YES,Laurentian-Acadian Pine-Hemlock-Hardwood Forest
80,18,YES,Laurentian-Acadian Swamp Systems
79,18,NO,Acadian Low-Elevation Spruce-Fir-Hardwood Forest
79,18,NO,Laurentian-Acadian Northern Hardwoods Forest
79,18,YES,Central Appalachian Dry Oak-Pine Forest
78,17,NO,Appalachian (Hemlock-)Northern Hardwood Forest
78,17,NO,Central Appalachian Dry Oak-Pine Forest
78,17,NO,Central Interior and Appalachian Swamp Systems
78,17,YES,Acadian-Appalachian Montane Spruce-Fir Forest
78,17,YES,Appalachian (Hemlock-)Northern Hardwood Forest
78,17,YES,Central Appalachian Dry Oak-Pine Forest
78,17,YES,Central Interior and Appalachian Riparian Systems
78,17,YES,Central Interior and Appalachian Swamp Systems
78,17,YES,Gulf and Atlantic Coastal Plain Swamp Systems
78,17,YES,Laurentian-Acadian Northern Pine(-Oak) Forest
78,17,YES,Laurentian-Acadian Swamp Systems
78,17,YES,Northern Atlantic Coastal Plain Hardwood Forest
77,17,NO,Laurentian-Acadian Pine-Hemlock-Hardwood Forest
77,17,NO,Laurentian-Acadian Shrub-Herbaceous Wetland Systems
77,17,YES,Acadian-Appalachian Montane Spruce-Fir Forest
77,17,YES,Central Appalachian Dry Oak-Pine Forest
77,17,YES,Central Interior and Appalachian Swamp Systems
77,17,YES,Laurentian-Acadian Northern Hardwoods Forest
77,17,YES,Laurentian-Acadian Pine-Hemlock-Hardwood Forest
77,17,YES,Northern Atlantic Coastal Plain Hardwood Forest
76,17,NO,Appalachian (Hemlock-)Northern Hardwood Forest
76,17,NO,Central Appalachian Dry Oak-Pine Forest
76,17,YES,Central Appalachian Dry Oak-Pine Forest
76,17,YES,Central Interior and Appalachian Swamp Systems
76,17,YES,Laurentian-Acadian Northern Hardwoods Forest
76,17,YES,Laurentian-Acadian Swamp Systems
76,17,YES,Northern Atlantic Coastal Plain Hardwood Forest
75,17,NO,Central Appalachian Dry Oak-Pine Forest
75,17,NO,Laurentian-Acadian Floodplain Systems
75,17,YES,Appalachian (Hemlock-)Northern Hardwood Forest
75,17,YES,Central Appalachian Dry Oak-Pine Forest
75,17,YES,Central Interior and Appalachian Riparian Systems
75,17,YES,Central Interior and Appalachian Swamp Systems
75,17,YES,Laurentian-Acadian Northern Hardwoods Forest
75,17,YES,Laurentian-Acadian Pine-Hemlock-Hardwood Forest
75,17,YES,Laurentian-Acadian Swamp Systems
75,17,YES,Northeastern Interior Dry-Mesic Oak Forest
74,16,NO,Appalachian (Hemlock-)Northern Hardwood Forest
74,16,NO,Central Appalachian Dry Oak-Pine Forest
74,16,NO,Laurentian-Acadian Northern Hardwoods Forest
74,16,YES,Central Appalachian Dry Oak-Pine Forest
74,16,YES,Gulf and Atlantic Coastal Plain Swamp Systems
74,16,YES,Gulf and Atlantic Coastal Plain Tidal Marsh Systems
74,16,YES,Laurentian-Acadian Northern Hardwoods Forest
74,16,YES,Laurentian-Acadian Pine-Hemlock-Hardwood Forest
74,16,YES,North-Central Interior Wet Flatwoods
74,16,YES,Northeastern Interior Dry-Mesic Oak Forest
74,16,YES,Northern Atlantic Coastal Plain Hardwood Forest
74,16,YES,Northern Atlantic Coastal Plain Pitch Pine Barrens
73,16,NO,Central Appalachian Dry Oak-Pine Forest
73,16,NO,Central Interior and Appalachian Swamp Systems
73,16,YES,Appalachian (Hemlock-)Northern Hardwood Forest
73,16,YES,Central Appalachian Dry Oak-Pine Forest
73,16,YES,Central Appalachian Pine-Oak Rocky Woodland
73,16,YES,Central Interior and Appalachian Swamp Systems
73,16,YES,Laurentian-Acadian Northern Hardwoods Forest
73,16,YES,Laurentian-Acadian Northern Pine(-Oak) Forest
73,16,YES,Northeastern Interior Dry-Mesic Oak Forest
73,16,YES,Northeastern Interior Pine Barrens
72,16,NO,Central Appalachian Dry Oak-Pine Forest
72,16,NO,Gulf and Atlantic Coastal Plain Swamp Systems
72,16,NO,Laurentian-Acadian Northern Hardwoods Forest
72,16,NO,Laurentian-Acadian Pine-Hemlock-Hardwood Forest
72,16,NO,Open Water
72,16,YES,Central Appalachian Dry Oak-Pine Forest
72,16,YES,Central Interior and Appalachian Floodplain Systems
72,16,YES,Central Interior and Appalachian Swamp Systems
72,16,YES,Laurentian-Acadian Pine-Hemlock-Hardwood Forest
72,16,YES,North-Central Interior Wet Flatwoods
72,16,YES,Open Water
71,16,NO,Appalachian (Hemlock-)Northern Hardwood Forest
71,16,NO,Central Appalachian Pine-Oak Rocky Woodland
71,16,NO,Laurentian-Acadian Floodplain Systems
71,16,NO,Laurentian-Acadian Northern Pine(-Oak) Forest
71,16,YES,Central Interior and Appalachian Floodplain Systems
71,16,YES,Gulf and Atlantic Coastal Plain Swamp Systems
71,16,YES,Laurentian-Acadian Northern Pine(-Oak) Forest
71,16,YES,Laurentian-Acadian Pine-Hemlock-Hardwood Forest
71,16,YES,Laurentian-Acadian Shrub-Herbaceous Wetland Systems
71,16,YES,Laurentian-Acadian Swamp Systems
71,16,YES,Northern Atlantic Coastal Plain Hardwood Forest
70,16,NO,Appalachian (Hemlock-)Northern Hardwood Forest
70,16,NO,Central Interior and Appalachian Swamp Systems
70,16,NO,Northern Atlantic Coastal Plain Hardwood Forest
70,16,NO,Open Water
70,16,YES,Central Appalachian Dry Oak-Pine Forest
70,16,YES,Central Interior and Appalachian Swamp Systems
70,16,YES,Gulf and Atlantic Coastal Plain Swamp Systems
70,16,YES,Laurentian-Acadian Swamp Systems
70,16,YES,Northern Atlantic Coastal Plain Hardwood Forest
69,15,NO,Laurentian-Acadian Northern Hardwoods Forest
69,15,NO,Laurentian-Acadian Pine-Hemlock-Hardwood Forest
69,15,YES,Central Appalachian Dry Oak-Pine Forest
69,15,YES,Central Appalachian Pine-Oak Rocky Woodland
69,15,YES,Laurentian-Acadian Northern Hardwoods Forest
69,15,YES,Laurentian-Acadian Pine-Hemlock-Hardwood Forest
69,15,YES,Northeastern Interior Dry-Mesic Oak Forest
68,15,NO,Appalachian (Hemlock-)Northern Hardwood Forest
68,15,NO,Central Appalachian Dry Oak-Pine Forest
68,15,NO,Laurentian-Acadian Pine-Hemlock-Hardwood Forest
68,15,YES,Acadian-Appalachian Montane Spruce-Fir Forest
68,15,YES,Appalachian (Hemlock-)Northern Hardwood Forest
68,15,YES,Barren-Rock/Sand/Clay
68,15,YES,Central Appalachian Dry Oak-Pine Forest
68,15,YES,Central Interior and Appalachian Riparian Systems
68,15,YES,Central Interior and Appalachian Swamp Systems
68,15,YES,Gulf and Atlantic Coastal Plain Swamp Systems
68,15,YES,Laurentian-Acadian Northern Hardwoods Forest
68,15,YES,Laurentian-Acadian Pine-Hemlock-Hardwood Forest
67,15,NO,Appalachian (Hemlock-)Northern Hardwood Forest
67,15,NO,Central Appalachian Dry Oak-Pine Forest
67,15,NO,Central Interior and Appalachian Swamp Systems
67,15,NO,Laurentian-Acadian Pine-Hemlock-Hardwood Forest
67,15,YES,Acadian Low-Elevation Spruce-Fir-Hardwood Forest
67,15,YES,Appalachian (Hemlock-)Northern Hardwood Forest
67,15,YES,Central Appalachian Dry Oak-Pine Forest
67,15,YES,Gulf and Atlantic Coastal Plain Swamp Systems
67,15,YES,Laurentian-Acadian Pine-Hemlock-Hardwood Forest
67,15,YES,Northern Atlantic Coastal Plain Dune and Swale
66,15,NO,Appalachian (Hemlock-)Northern Hardwood Forest
66,15,NO,Central Appalachian Dry Oak-Pine Forest
66,15,NO,Central Interior and Appalachian Swamp Systems
66,15,NO,Laurentian-Acadian Floodplain Systems
66,15,YES,Acadian Low-Elevation Spruce-Fir-Hardwood Forest
66,15,YES,Central Appalachian Dry Oak-Pine Forest
66,15,YES,Central Interior and Appalachian Swamp Systems
66,15,YES,Laurentian-Acadian Pine-Hemlock-Hardwood Forest
65,14,NO,Central Appalachian Dry Oak-Pine Forest
65,14,NO,Gulf and Atlantic Coastal Plain Swamp Systems
65,14,YES,Appalachian (Hemlock-)Northern Hardwood Forest
65,14,YES,Central Appalachian Dry Oak-Pine Forest
65,14,YES,Central Interior and Appalachian Swamp Systems
65,14,YES,Laurentian-Acadian Northern Hardwoods Forest
65,14,YES,Laurentian-Acadian Northern Pine(-Oak) Forest
65,14,YES,Laurentian-Acadian Pine-Hemlock-Hardwood Forest
65,14,YES,Laurentian-Acadian Swamp Systems
64,14,NO,Laurentian-Acadian Pine-Hemlock-Hardwood Forest
64,14,YES,Acadian Low-Elevation Spruce-Fir-Hardwood Forest
64,14,YES,Acadian-Appalachian Montane Spruce-Fir Forest
64,14,YES,Central Appalachian Dry Oak-Pine Forest
64,14,YES,Central Appalachian Pine-Oak Rocky Woodland
64,14,YES,Central Interior and Appalachian Swamp Systems
64,14,YES,Laurentian-Acadian Northern Hardwoods Forest
64,14,YES,Laurentian-Acadian Northern Pine(-Oak) Forest
64,14,YES,Northeastern Interior Pine Barrens
63,14,NO,Acadian Low-Elevation Spruce-Fir-Hardwood Forest
63,14,NO,Central Appalachian Dry Oak-Pine Forest
63,14,NO,Central Interior and Appalachian Swamp Systems
63,14,NO,Northeastern Interior Dry-Mesic Oak Forest
63,14,NO,Northern Atlantic Coastal Plain Hardwood Forest
63,14,YES,Appalachian (Hemlock-)Northern Hardwood Forest
63,14,YES,Central Appalachian Pine-Oak Rocky Woodland
63,14,YES,Central Interior and Appalachian Riparian Systems
63,14,YES,Central Interior and Appalachian Swamp Systems
63,14,YES,Laurentian-Acadian Floodplain Systems
63,14,YES,Laurentian-Acadian Northern Hardwoods Forest
63,14,YES,Northern Atlantic Coastal Plain Hardwood Forest
62,14,NO,Central Appalachian Dry Oak-Pine Forest
62,14,NO,Gulf and Atlantic Coastal Plain Swamp Systems
62,14,YES,Appalachian (Hemlock-)Northern Hardwood Forest
62,14,YES,Central Appalachian Dry Oak-Pine Forest
62,14,YES,Gulf and Atlantic Coastal Plain Swamp Systems
62,14,YES,Laurentian-Acadian Floodplain Systems
62,14,YES,Laurentian-Acadian Pine-Hemlock-Hardwood Forest
62,14,YES,Laurentian-Acadian Shrub-Herbaceous Wetland Systems
62,14,YES,Laurentian-Acadian Swamp Systems
62,14,YES,Northern Atlantic Coastal Plain Pitch Pine Barrens
61,14,NO,Central Appalachian Dry Oak-Pine Forest
61,14,NO,Central Interior and Appalachian Riparian Systems
61,14,NO,Central Interior and Appalachian Swamp Systems
61,14,NO,Laurentian-Acadian Northern Hardwoods Forest
61,14,NO,Laurentian-Acadian Pine-Hemlock-Hardwood Forest
61,14,YES,Acadian-Appalachian Montane Spruce-Fir Forest
61,14,YES,Appalachian (Hemlock-)Northern Hardwood Forest
61,14,YES,Central Appalachian Dry Oak-Pine Forest
61,14,YES,Central Appalachian Pine-Oak Rocky Woodland
61,14,YES,Central Interior and Appalachian Riparian Systems
61,14,YES,Central Interior and Appalachian Swamp Systems
61,14,YES,Laurentian-Acadian Pine-Hemlock-Hardwood Forest
61,14,YES,Laurentian-Acadian Swamp Systems
61,14,YES,Northern Atlantic Coastal Plain Hardwood Forest
61,14,YES,Open Water
60,13,NO,Central Appalachian Dry Oak-Pine Forest
60,13,NO,Central Interior and Appalachian Swamp Systems
60,13,NO,Laurentian-Acadian Pine-Hemlock-Hardwood Forest
60,13,YES,Central Appalachian Dry Oak-Pine Forest
60,13,YES,Central Interior and Appalachian Swamp Systems
60,13,YES,Laurentian-Acadian Northern Hardwoods Forest
60,13,YES,Northern Atlantic Coastal Plain Dune and Swale
59,13,NO,Appalachian (Hemlock-)Northern Hardwood Forest
59,13,NO,Central Appalachian Dry Oak-Pine Forest
59,13,NO,Gulf and Atlantic Coastal Plain Swamp Systems
59,13,NO,Laurentian-Acadian Pine-Hemlock-Hardwood Forest
59,13,NO,Northern Atlantic Coastal Plain Hardwood Forest
59,13,YES,Appalachian (Hemlock-)Northern Hardwood Forest
59,13,YES,Central Appalachian Dry Oak-Pine Forest
59,13,YES,Gulf and Atlantic Coastal Plain Swamp Systems
59,13,YES,Northeastern Interior Dry-Mesic Oak Forest
59,13,YES,Northern Atlantic Coastal Plain Hardwood Forest
58,13,NO,Central Appalachian Dry Oak-Pine Forest
58,13,NO,Central Interior and Appalachian Swamp Systems
58,13,NO,Laurentian-Acadian Northern Hardwoods Forest
58,13,NO,Open Water
58,13,YES,Appalachian (Hemlock-)Northern Hardwood Forest
58,13,YES,Central Appalachian Dry Oak-Pine Forest
58,13,YES,Central Interior and Appalachian Swamp Systems
58,13,YES,Laurentian-Acadian Pine-Hemlock-Hardwood Forest
58,13,YES,Laurentian-Acadian Swamp Systems
58,13,YES,Northern Atlantic Coastal Plain Dune and Swale
58,13,YES,Northern Atlantic Coastal Plain Hardwood Forest
58,13,YES,Northern Atlantic Coastal Plain Pitch Pine Barrens
57,13,NO,Central Appalachian Dry Oak-Pine Forest
57,13,NO,Central Interior and Appalachian Riparian Systems
57,13,NO,Laurentian-Acadian Pine-Hemlock-Hardwood Forest
57,13,NO,Northeastern Interior Dry-Mesic Oak Forest
57,13,YES,Acadian Low-Elevation Spruce-Fir-Hardwood Forest
57,13,YES,Acadian-Appalachian Montane Spruce-Fir Forest
57,13,YES,Appalachian (Hemlock-)Northern Hardwood Forest
57,13,YES,Central Appalachian Dry Oak-Pine Forest
57,13,YES,Central Interior and Appalachian Riparian Systems
57,13,YES,Central Interior and Appalachian Swamp Systems
57,13,YES,Laurentian-Acadian Northern Hardwoods Forest
57,13,YES,Laurentian-Acadian Pine-Hemlock-Hardwood Forest
57,13,YES,Open Water
56,12,NO,Appalachian (Hemlock-)Northern Hardwood Forest
56,12,NO,Central Appalachian Dry Oak-Pine Forest
56,12,NO,Laurentian-Acadian Northern Pine(-Oak) Forest
56,12,NO,Northern Atlantic Coastal Plain Maritime Forest
56,12,YES,Appalachian (Hemlock-)Northern Hardwood Forest
56,12,YES,Central Appalachian Dry Oak-Pine Forest
56,12,YES,Central Interior and Appalachian Swamp Systems
56,12,YES,Gulf and Atlantic Coastal Plain Swamp Systems
56,12,YES,Laurentian-Acadian Northern Pine(-Oak) Forest
56,12,YES,Laurentian-Acadian Pine-Hemlock-Hardwood Forest
56,12,YES,Laurentian-Acadian Swamp Systems
56,12,YES,Northeastern Interior Dry-Mesic Oak Forest
55,12,NO,Appalachian (Hemlock-)Northern Hardwood Forest
55,12,NO,Central Appalachian Dry Oak-Pine Forest
55,12,NO,Central Appalachian Pine-Oak Rocky Woodland
55,12,NO,Central Interior and Appalachian Swamp Systems
55,12,NO,Gulf and Atlantic Coastal Plain Swamp Systems
55,12,NO,North-Central Interior Wet Flatwoods
55,12,YES,Appalachian (Hemlock-)Northern Hardwood Forest
55,12,YES,Central Appalachian Dry Oak-Pine Forest
55,12,YES,Laurentian-Acadian Pine-Hemlock-Hardwood Forest
55,12,YES,Laurentian-Acadian Swamp Systems
55,12,YES,Northern Atlantic Coastal Plain Hardwood Forest
54,12,NO,Acadian-Appalachian Montane Spruce-Fir Forest
54,12,NO,Central Appalachian Dry Oak-Pine Forest
54,12,NO,Laurentian-Acadian Northern Hardwoods Forest
54,12,NO,Laurentian-Acadian Northern Pine(-Oak) Forest
54,12,NO,Laurentian-Acadian Shrub-Herbaceous Wetland Systems
54,12,YES,Appalachian (Hemlock-)Northern Hardwood Forest
54,12,YES,Central Appalachian Dry Oak-Pine Forest
54,12,YES,Central Interior and Appalachian Swamp Systems
54,12,YES,Great Lakes Alvar
54,12,YES,Gulf and Atlantic Coastal Plain Swamp Systems
54,12,YES,Laurentian-Acadian Northern Pine(-Oak) Forest
54,12,YES,Laurentian-Acadian Pine-Hemlock-Hardwood Forest
54,12,YES,Northeastern Interior Pine Barrens
54,12,YES,Northern Atlantic Coastal Plain Hardwood Forest
53,12,NO,Central Appalachian Dry Oak-Pine Forest
53,12,NO,Central Appalachian Pine-Oak Rocky Woodland
53,12,NO,Laurentian-Acadian Swamp Systems
53,12,NO,Northern Atlantic Coastal Plain Hardwood Forest
53,12,YES,Acadian-Appalachian Montane Spruce-Fir Forest
53,12,YES,Central Appalachian Dry Oak-Pine Forest
53,12,YES,Central Appalachian Pine-Oak Rocky Woodland
53,12,YES,Central Interior and Appalachian Swamp Systems
53,12,YES,Laurentian-Acadian Northern Hardwoods Forest
53,12,YES,Laurentian-Acadian Northern Pine(-Oak) Forest
53,12,YES,Laurentian-Acadian Shrub-Herbaceous Wetland Systems
53,12,YES,Laurentian-Acadian Swamp Systems
53,12,YES,Northeastern Interior Dry-Mesic Oak Forest
52,12,NO,Acadian Low-Elevation Spruce-Fir-Hardwood Forest
52,12,NO,Appalachian (Hemlock-)Northern Hardwood Forest
52,12,NO,Central Appalachian Dry Oak-Pine Forest
52,12,NO,Central Interior and Appalachian Swamp Systems
52,12,NO,Gulf and Atlantic Coastal Plain Swamp Systems
52,12,YES,Acadian-Appalachian Alpine Tundra
52,12,YES,Appalachian (Hemlock-)Northern Hardwood Forest
52,12,YES,Central Appalachian Dry Oak-Pine Forest
52,12,YES,Central Interior and Appalachian Swamp Systems
52,12,YES,Gulf and Atlantic Coastal Plain Swamp Systems
52,12,YES,Northeastern Interior Pine Barrens
51,11,NO,Appalachian (Hemlock-)Northern Hardwood Forest
51,11,NO,Central Appalachian Dry Oak-Pine Forest
51,11,NO,Central Interior and Appalachian Swamp Systems
51,11,NO,Laurentian-Acadian Pine-Hemlock-Hardwood Forest
51,11,NO,Open Water
51,11,YES,Appalachian (Hemlock-)Northern Hardwood Forest
51,11,YES,Central Appalachian Dry Oak-Pine Forest
51,11,YES,Central Interior and Appalachian Swamp Systems
51,11,YES,Gulf and Atlantic Coastal Plain Swamp Systems
51,11,YES,Laurentian-Acadian Northern Hardwoods Forest
51,11,YES,Laurentian-Acadian Pine-Hemlock-Hardwood Forest
51,11,YES,Laurentian-Acadian Swamp Systems
51,11,YES,Northeastern Interior Dry-Mesic Oak Forest
51,11,YES,Northern Atlantic Coastal Plain Hardwood Forest
50,11,NO,Central Appalachian Dry Oak-Pine Forest
50,11,NO,Central Interior and Appalachian Floodplain Systems
50,11,YES,Acadian Low-Elevation Spruce-Fir-Hardwood Forest
50,11,YES,Appalachian (Hemlock-)Northern Hardwood Forest
50,11,YES,Central Appalachian Dry Oak-Pine Forest
50,11,YES,Central Interior and Appalachian Swamp Systems
50,11,YES,Laurentian-Acadian Northern Hardwoods Forest
50,11,YES,Laurentian-Acadian Pine-Hemlock-Hardwood Forest
50,11,YES,Northeastern Interior Dry-Mesic Oak Forest
50,11,YES,Northern Atlantic Coastal Plain Hardwood Forest
49,11,NO,Central Appalachian Dry Oak-Pine Forest
49,11,NO,Central Appalachian Pine-Oak Rocky Woodland
49,11,NO,Laurentian-Acadian Northern Hardwoods Forest
49,11,NO,Laurentian-Acadian Northern Pine(-Oak) Forest
49,11,NO,Laurentian-Acadian Pine-Hemlock-Hardwood Forest
49,11,NO,Northeastern Interior Dry-Mesic Oak Forest
49,11,YES,Appalachian (Hemlock-)Northern Hardwood Forest
49,11,YES,Central Appalachian Dry Oak-Pine Forest
49,11,YES,Central Appalachian Pine-Oak Rocky Woodland
49,11,YES,Laurentian-Acadian Floodplain Systems
49,11,YES,Laurentian-Acadian Northern Hardwoods Forest
49,11,YES,Laurentian-Acadian Swamp Systems
49,11,YES,Open Water
48,11,NO,Appalachian (Hemlock-)Northern Hardwood Forest
48,11,NO,Central Appalachian Dry Oak-Pine Forest
48,11,NO,Central Interior and Appalachian Swamp Systems
48,11,NO,Laurentian-Acadian Northern Hardwoods Forest
48,11,NO,Northeastern Interior Dry-Mesic Oak Forest
48,11,YES,Appalachian (Hemlock-)Northern Hardwood Forest
48,11,YES,Central Appalachian Dry Oak-Pine Forest
48,11,YES,Central Appalachian Pine-Oak Rocky Woodland
48,11,YES,Central Interior and Appalachian Swamp Systems
48,11,YES,Laurentian-Acadian Northern Hardwoods Forest
48,11,YES,Laurentian-Acadian Northern Pine(-Oak) Forest
48,11,YES,Laurentian-Acadian Pine-Hemlock-Hardwood Forest
48,11,YES,North-Central Interior Wet Flatwoods
48,11,YES,Northeastern Interior Pine Barrens
47,10,NO,Central Appalachian Dry Oak-Pine Forest
47,10,NO,Central Interior and Appalachian Swamp Systems
47,10,NO,Laurentian-Acadian Northern Hardwoods Forest
47,10,NO,Laurentian-Acadian Pine-Hemlock-Hardwood Forest
47,10,NO,Laurentian-Acadian Swamp Systems
47,10,NO,Northern Atlantic Coastal Plain Hardwood Forest
47,10,YES,Appalachian (Hemlock-)Northern Hardwood Forest
47,10,YES,Central Appalachian Dry Oak-Pine Forest
47,10,YES,Central Appalachian Pine-Oak Rocky Woodland
47,10,YES,Central Interior and Appalachian Swamp Systems
47,10,YES,Gulf and Atlantic Coastal Plain Swamp Systems
47,10,YES,Gulf and Atlantic Coastal Plain Tidal Marsh Systems
47,10,YES,Laurentian-Acadian Pine-Hemlock-Hardwood Forest
47,10,YES,Laurentian-Acadian Swamp Systems
47,10,YES,Northeastern Interior Pine Barrens
47,10,YES,Northern Atlantic Coastal Plain Hardwood Forest
46,10,NO,Appalachian (Hemlock-)Northern Hardwood Forest
46,10,NO,Central Appalachian Dry Oak-Pine Forest
46,10,NO,Central Interior and Appalachian Swamp Systems
46,10,NO,Laurentian-Acadian Floodplain Systems
46,10,NO,Laurentian-Acadian Northern Hardwoods Forest
46,10,NO,Northeastern Interior Pine Barrens
46,10,NO,Northern Atlantic Coastal Plain Hardwood Forest
46,10,YES,Appalachian (Hemlock-)Northern Hardwood Forest
46,10,YES,Central Appalachian Dry Oak-Pine Forest
46,10,YES,Central Appalachian Pine-Oak Rocky Woodland
46,10,YES,Central Interior and Appalachian Swamp Systems
46,10,YES,Gulf and Atlantic Coastal Plain Swamp Systems
46,10,YES,Laurentian-Acadian Northern Pine(-Oak) Forest
46,10,YES,Laurentian-Acadian Pine-Hemlock-Hardwood Forest
46,10,YES,North-Central Interior Wet Flatwoods
46,10,YES,Open Water
45,10,NO,Appalachian (Hemlock-)Northern Hardwood Forest
45,10,NO,Central Appalachian Dry Oak-Pine Forest
45,10,NO,Laurentian-Acadian Pine-Hemlock-Hardwood Forest
45,10,NO,North-Central Interior Wet Flatwoods
45,10,NO,Northeastern Interior Dry-Mesic Oak Forest
45,10,YES,Appalachian (Hemlock-)Northern Hardwood Forest
45,10,YES,Central Appalachian Dry Oak-Pine Forest
45,10,YES,Central Interior and Appalachian Swamp Systems
45,10,YES,Laurentian-Acadian Northern Hardwoods Forest
45,10,YES,Laurentian-Acadian Pine-Hemlock-Hardwood Forest
45,10,YES,Northeastern Interior Dry-Mesic Oak Forest
45,10,YES,Northern Atlantic Coastal Plain Hardwood Forest
45,10,YES,Open Water
44,10,NO,Central Appalachian Pine-Oak Rocky Woodland
44,10,NO,Central Interior and Appalachian Swamp Systems
44,10,NO,Laurentian-Acadian Floodplain Systems
44,10,NO,Laurentian-Acadian Pine-Hemlock-Hardwood Forest
44,10,NO,Northern Atlantic Coastal Plain Hardwood Forest
44,10,NO,Northern Atlantic Coastal Plain Pitch Pine Barrens
44,10,YES,Appalachian (Hemlock-)Northern Hardwood Forest
44,10,YES,Central Appalachian Dry Oak-Pine Forest
44,10,YES,Central Appalachian Pine-Oak Rocky Woodland
44,10,YES,Central Interior and Appalachian Swamp Systems
44,10,YES,Laurentian-Acadian Northern Hardwoods Forest
44,10,YES,North-Central Interior Wet Flatwoods
44,10,YES,Northeastern Interior Pine Barrens
44,10,YES,Open Water
43,10,NO,Appalachian (Hemlock-)Northern Hardwood Forest
43,10,NO,Central Appalachian Dry Oak-Pine Forest
43,10,NO,Laurentian-Acadian Northern Hardwoods Forest
43,10,NO,Laurentian-Acadian Pine-Hemlock-Hardwood Forest
43,10,NO,Northeastern Interior Dry-Mesic Oak Forest
43,10,YES,Appalachian (Hemlock-)Northern Hardwood Forest
43,10,YES,Central Appalachian Dry Oak-Pine Forest
43,10,YES,Central Appalachian Pine-Oak Rocky Woodland
43,10,YES,Central Interior and Appalachian Swamp Systems
43,10,YES,Laurentian-Acadian Northern Hardwoods Forest
43,10,YES,Laurentian-Acadian Pine-Hemlock-Hardwood Forest
43,10,YES,Laurentian-Acadian Swamp Systems
43,10,YES,Northeastern Interior Dry-Mesic Oak Forest
42,9,NO,Appalachian (Hemlock-)Northern Hardwood Forest
42,9,NO,Central Appalachian Dry Oak-Pine Forest
42,9,NO,Laurentian-Acadian Northern Hardwoods Forest
