ID,COUNT,ACRES,newID
44009_35600,198,43.956,998
36119_128286,199,44.178,999
36065_046554,200,44.4,1000
23023_05854,201,44.622,1001
09001_072281,202,44.844,1002
09001_267014,202,44.844,1003
09011_053271,203,45.066,1004
36103_043945,203,45.066,1005
09013_31562,204,45.288,1006
36091_57830,204,45.288,1007
36031_24521,204,45.288,1008
36079_12085,205,45.51,1009
09001_267456,206,45.732,1010
36103_287295,207,45.954,1011
09011_026892,208,46.176,1012
09001_267370,208,46.176,1013
33019_25904,208,46.176,1014
23023_05869,209,46.398,1015
25003_07715,209,46.398,1016
33015_048083,210,46.62,1017
36007_53854,210,46.62,1018
09001_267049,211,46.842,1019
09011_078906,211,46.842,1020
33005_33853,211,46.842,1021
36091_09752,211,46.842,1022
09001_061309,212,47.064,1023
23025_08363,212,47.064,1024
36039_09705,212,47.064,1025
33017_05585,214,47.508,1026
44007_045178,214,47.508,1027
09007_33025,215,47.73,1028
33003_23486,215,47.73,1029
25007_02445,216,47.952,1030
09013_10129,217,48.174,1031
50027_01673,217,48.174,1032
25003_49076,218,48.396,1033
44009_50006,218,48.396,1034
36109_06749,219,48.618,1035
09001_137574,220,48.84,1036
09013_30795,220,48.84,1037
09009_052557,221,49.062,1038
09015_01483,222,49.284,1039
50021_30109,222,49.284,1040
25003_69881,223,49.506,1041
09013_30768,223,49.506,1042
33003_15237,223,49.506,1043
09001_139378,224,49.728,1044
09013_12966,224,49.728,1045
23023_18310,224,49.728,1046
36031_10552,224,49.728,1047
44007_045401,224,49.728,1048
44009_20623,224,49.728,1049
09013_43488,226,50.172,1050
09001_072273,227,50.394,1051
50007_34650,227,50.394,1052
33003_38151,228,50.616,1053
09011_029143,229,50.838,1054
23023_17735,230,51.06,1055
33017_30317,230,51.06,1056
50025_08180,230,51.06,1057
25015_58543,233,51.726,1058
09001_267058,234,51.948,1059
09005_75555,236,52.392,1060
44007_056441,236,52.392,1061
09011_067884,237,52.614,1062
25007_15246,237,52.614,1063
09011_026894,238,52.836,1064
33015_000147,238,52.836,1065
09011_041216,239,53.058,1066
50015_00976,239,53.058,1067
23031_96028,240,53.28,1068
33007_18643,240,53.28,1069
09015_40268,241,53.502,1070
36027_023771,241,53.502,1071
44009_20630,241,53.502,1072
44007_060600,241,53.502,1073
44007_065978,241,53.502,1074
09001_145228,243,53.946,1075
09001_267992,244,54.168,1076
25003_21583,244,54.168,1077
09015_25703,245,54.39,1078
33015_048084,245,54.39,1079
33003_01808,245,54.39,1080
50003_07030,245,54.39,1081
25011_09232,246,54.612,1082
23017_16014,246,54.612,1083
09005_25308,249,55.278,1084
33003_15368,249,55.278,1085
25011_37343,249,55.278,1086
50019_08076,249,55.278,1087
09001_251628,250,55.5,1088
09005_20754,251,55.722,1089
33011_127468,251,55.722,1090
09009_052543,252,55.944,1091
33003_03303,252,55.944,1092
09011_077089,254,56.388,1093
09011_041089,254,56.388,1094
33005_14868,254,56.388,1095
36065_101042,254,56.388,1096
25005_106157,255,56.61,1097
09001_251674,257,57.054,1098
50021_25689,257,57.054,1099
09007_18822,258,57.276,1100
25005_096215,259,57.498,1101
09015_01627,259,57.498,1102
33013_16358,259,57.498,1103
36091_09973,259,57.498,1104
36113_26554,259,57.498,1105
25009_168898,260,57.72,1106
09011_079322,261,57.942,1107
36021_01886,262,58.164,1108
36091_60117,263,58.386,1109
09011_025628,264,58.608,1110
23031_94588,265,58.83,1111
23015_08995,265,58.83,1112
09001_267235,266,59.052,1113
09003_015945,266,59.052,1114
09011_076743,267,59.274,1115
09011_026076,268,59.496,1116
09005_68035,269,59.718,1117
36027_019934,270,59.94,1118
36119_237263,270,59.94,1119
36109_06743,271,60.162,1120
09011_041945,272,60.384,1121
25003_19483,272,60.384,1122
44007_089074,272,60.384,1123
33005_33530,273,60.606,1124
36115_10227,273,60.606,1125
09001_267346,274,60.828,1126
09003_074511,275,61.05,1127
25023_068466,276,61.272,1128
09007_09094,277,61.494,1129
33011_090811,277,61.494,1130
33005_28203,277,61.494,1131
36031_31227,278,61.716,1132
23023_06033,280,62.16,1133
44007_104041,281,62.382,1134
09013_14552,282,62.604,1135
25003_01429,282,62.604,1136
25003_13436,282,62.604,1137
33011_119374,282,62.604,1138
44007_045184,282,62.604,1139
33015_043867,284,63.048,1140
36027_082229,284,63.048,1141
36021_02944,284,63.048,1142
44009_11323,285,63.27,1143
09011_048813,287,63.714,1144
25027_070681,288,63.936,1145
23005_135856,289,64.158,1146
09005_66676,290,64.38,1147
36007_53893,290,64.38,1148
23023_06144,291,64.602,1149
33003_25174,291,64.602,1150
36103_082308,291,64.602,1151
44007_060985,292,64.824,1152
09015_00522,293,65.046,1153
25015_09782,293,65.046,1154
36045_26248,293,65.046,1155
23031_92622,294,65.268,1156
33017_36354,294,65.268,1157
44009_20774,294,65.268,1158
33003_44102,295,65.49,1159
33005_21254,295,65.49,1160
36113_30666,295,65.49,1161
23023_06116,296,65.712,1162
09011_025724,297,65.934,1163
33017_08163,297,65.934,1164
44005_08034,297,65.934,1165
09011_092245,298,66.156,1166
36049_07079,298,66.156,1167
50007_01336,299,66.378,1168
44007_089117,299,66.378,1169
23023_18317,300,66.6,1170
44009_49793,301,66.822,1171
09007_18437,302,67.044,1172
33013_16919,304,67.488,1173
36109_06521,304,67.488,1174
33013_31546,305,67.71,1175
23023_05864,306,67.932,1176
09011_076733,308,68.376,1177
09013_32553,309,68.598,1178
25023_028146,309,68.598,1179
44003_03845,309,68.598,1180
50021_28598,309,68.598,1181
09011_026583,310,68.82,1182
09011_053681,310,68.82,1183
25027_162848,311,69.042,1184
09015_05801,312,69.264,1185
33007_08978,319,70.818,1186
36019_08939,319,70.818,1187
09011_052866,320,71.04,1188
36079_02860,321,71.262,1189
09005_77665,322,71.484,1190
25015_11429,322,71.484,1191
50003_19795,324,71.928,1192
09005_56084,326,72.372,1193
33005_14814,327,72.594,1194
36119_127145,327,72.594,1195
09007_18430,329,73.038,1196
23011_43104,329,73.038,1197
36103_079342,329,73.038,1198
09005_77666,330,73.26,1199
44003_17244,330,73.26,1200
50021_28640,330,73.26,1201
09007_39577,331,73.482,1202
25027_011518,331,73.482,1203
09015_24992,334,74.148,1204
33019_21597,335,74.37,1205
44009_23734,336,74.592,1206
36009_17264,341,75.702,1207
33007_09647,343,76.146,1208
50005_15665,344,76.368,1209
36109_06751,346,76.812,1210
50017_13382,347,77.034,1211
09001_138951,348,77.256,1212
25003_11795,348,77.256,1213
25011_07410,348,77.256,1214
09007_18354,349,77.478,1215
09001_106589,350,77.7,1216
25023_050699,350,77.7,1217
50005_17002,351,77.922,1218
09001_137653,352,78.144,1219
44009_20615,357,79.254,1220
36041_12507,359,79.698,1221
09001_072663,360,79.92,1222
23023_05871,360,79.92,1223
25023_137601,362,80.364,1224
50001_07600,364,80.808,1225
09011_068609,368,81.696,1226
25003_44223,368,81.696,1227
25007_01024,369,81.918,1228
09001_139232,370,82.14,1229
25007_04327,370,82.14,1230
23031_31323,372,82.584,1231
23017_18805,372,82.584,1232
23031_04523,373,82.806,1233
09011_047462,376,83.472,1234
09011_083139,377,83.694,1235
09011_042376,380,84.36,1236
36027_016529,380,84.36,1237
36119_185027,385,85.47,1238
25027_268026,387,85.914,1239
09005_75511,388,86.136,1240
36065_044574,389,86.358,1241
36115_15017,390,86.58,1242
09011_027594,392,87.024,1243
09007_18344,394,87.468,1244
25023_174652,394,87.468,1245
09001_139382,395,87.69,1246
36019_11155,395,87.69,1247
25003_58464,396,87.912,1248
25003_08634,397,88.134,1249
36027_025419,397,88.134,1250
09011_025904,398,88.356,1251
09011_042757,399,88.578,1252
09005_69288,399,88.578,1253
33011_127354,399,88.578,1254
44007_058634,401,89.022,1255
09001_198019,402,89.244,1256
23023_05890,403,89.466,1257
23031_09490,403,89.466,1258
33003_08916,403,89.466,1259
09005_00115,404,89.688,1260
36091_60263,405,89.91,1261
09011_041115,406,90.132,1262
36039_17234,407,90.354,1263
50023_19488,409,90.798,1264
09007_07379,410,91.02,1265
36083_04673,410,91.02,1266
50021_19923,411,91.242,1267
44009_12780,411,91.242,1268
44009_22736,411,91.242,1269
50027_01395,412,91.464,1270
09007_18418,413,91.686,1271
09007_08689,413,91.686,1272
23031_30035,414,91.908,1273
36013_43505,414,91.908,1274
25003_05371,415,92.13,1275
36031_24242,416,92.352,1276
09011_096741,418,92.796,1277
33015_043314,419,93.018,1278
09005_02151,421,93.462,1279
33017_07075,421,93.462,1280
36027_022373,421,93.462,1281
25023_126271,422,93.684,1282
25015_45625,424,94.128,1283
50021_04944,428,95.016,1284
09011_040608,432,95.904,1285
09011_080519,432,95.904,1286
36091_59697,434,96.348,1287
36009_42535,435,96.57,1288
33007_22758,437,97.014,1289
09001_139253,438,97.236,1290
25011_24973,438,97.236,1291
23023_18319,441,97.902,1292
44009_24074,443,98.346,1293
09011_087027,446,99.012,1294
33013_38926,446,99.012,1295
36113_25169,446,99.012,1296
50027_11319,447,99.234,1297
36065_046265,449,99.678,1298
25003_10554,450,99.9,1299
36049_02942,450,99.9,1300
33005_21224,452,100.344,1301
36019_26661,452,100.344,1302
33011_126009,453,100.566,1303
36027_025000,453,100.566,1304
23023_05885,455,101.01,1305
33005_21850,460,102.12,1306
33005_21094,460,102.12,1307
25007_07602,471,104.562,1308
44009_51512,471,104.562,1309
50005_14664,472,104.784,1310
44007_058588,476,105.672,1311
36031_34221,478,106.116,1312
25015_56892,481,106.782,1313
09001_227236,483,107.226,1314
36091_60266,483,107.226,1315
33017_07319,484,107.448,1316
33003_41466,487,108.114,1317
09001_063913,488,108.336,1318
09001_267353,488,108.336,1319
33017_36566,498,110.556,1320
09003_245150,499,110.778,1321
36101_28989,502,111.444,1322
36009_17187,503,111.666,1323
36009_12841,504,111.888,1324
09011_025299,507,112.554,1325
50021_28646,508,112.776,1326
36009_28315,509,112.998,1327
09011_054021,511,113.442,1328
09001_137961,513,113.886,1329
23017_09741,513,113.886,1330
33005_31984,514,114.108,1331
23023_18131,517,114.774,1332
33009_13589,518,114.996,1333
23031_44708,521,115.662,1334
44009_16297,521,115.662,1335
44007_103999,526,116.772,1336
09015_13343,527,116.994,1337
33003_43960,527,116.994,1338
36027_014223,529,117.438,1339
09001_267361,530,117.66,1340
09015_12530,532,118.104,1341
23015_08819,532,118.104,1342
09005_67820,535,118.77,1343
44009_17494,535,118.77,1344
36021_16617,538,119.436,1345
25003_01249,540,119.88,1346
36009_12901,541,120.102,1347
50017_13516,542,120.324,1348
50027_16522,544,120.768,1349
09009_051492,551,122.322,1350
44009_51583,556,123.432,1351
09011_011594,558,123.876,1352
33005_33858,563,124.986,1353
50021_19930,566,125.652,1354
25027_228553,567,125.874,1355
09001_138599,568,126.096,1356
36003_05691,573,127.206,1357
36069_01554,579,128.538,1358
44009_23680,579,128.538,1359
33003_13085,580,128.76,1360
33003_14599,582,129.204,1361
36065_094374,582,129.204,1362
33005_18238,586,130.092,1363
25003_16571,589,130.758,1364
33011_126122,593,131.646,1365
36083_08251,594,131.868,1366
50017_13375,597,132.534,1367
25003_33761,600,133.2,1368
23031_96929,600,133.2,1369
09015_28017,606,134.532,1370
36119_016137,606,134.532,1371
50017_06320,606,134.532,1372
09011_040834,607,134.754,1373
36071_114818,608,134.976,1374
36027_095196,609,135.198,1375
33019_16244,611,135.642,1376
44009_16056,616,136.752,1377
09011_053471,620,137.64,1378
25007_18114,621,137.862,1379
44009_46823,623,138.306,1380
09005_67469,634,140.748,1381
50009_2474,641,142.302,1382
33011_125974,644,142.968,1383
33003_03663,645,143.19,1384
25007_16143,647,143.634,1385
09011_084316,652,144.744,1386
50017_09546,652,144.744,1387
44009_17428,653,144.966,1388
09011_077762,654,145.188,1389
09001_267464,661,146.742,1390
09001_064606,664,147.408,1391
44009_24920,675,149.85,1392
36027_052639,677,150.294,1393
23031_08933,682,151.404,1394
23017_16357,693,153.846,1395
50001_09602,694,154.068,1396
09001_139357,700,155.4,1397
09011_040603,701,155.622,1398
50003_18515,704,156.288,1399
09011_053086,705,156.51,1400
50001_12756,705,156.51,1401
09001_267391,724,160.728,1402
44009_20759,725,160.95,1403
50003_19120,727,161.394,1404
09001_267468,736,163.392,1405
23023_05812,737,163.614,1406
09011_097647,738,163.836,1407
50027_12227,746,165.612,1408
09001_227237,747,165.834,1409
09015_06631,752,166.944,1410
33007_12618,756,167.832,1411
09005_67545,776,172.272,1412
36019_09708,778,172.716,1413
44009_17425,780,173.16,1414
33013_48303,791,175.602,1415
33009_36484,794,176.268,1416
09001_267495,800,177.6,1417
36119_135253,800,177.6,1418
36009_28295,810,179.82,1419
44009_13351,812,180.264,1420
09011_041665,813,180.486,1421
09007_31341,814,180.708,1422
09011_078931,818,181.596,1423
09011_078885,823,182.706,1424
33013_28829,824,182.928,1425
36027_023252,840,186.48,1426
09015_04410,845,187.59,1427
33005_14815,849,188.478,1428
50009_1326,873,193.806,1429
09011_085713,900,199.8,1430
50017_09736,901,200.022,1431
09005_39195,904,200.688,1432
36075_16418,907,201.354,1433
23017_20713,908,201.576,1434
33003_35723,908,201.576,1435
33011_125972,911,202.242,1436
33017_05640,916,203.352,1437
23005_044909,919,204.018,1438
23029_05317,932,206.904,1439
33017_07283,932,206.904,1440
33011_127463,932,206.904,1441
09011_000091,935,207.57,1442
33015_048517,948,210.456,1443
36049_06683,958,212.676,1444
36021_01481,960,213.12,1445
25027_221339,962,213.564,1446
36071_056254,986,218.892,1447
09007_04379,988,219.336,1448
09001_267437,995,220.89,1449
33009_06561,1013,224.886,1450
33011_131297,1026,227.772,1451
09001_139245,1036,229.992,1452
33003_40894,1045,231.99,1453
36049_12005,1053,233.766,1454
09005_40255,1057,234.654,1455
36049_06589,1057,234.654,1456
36079_04012,1064,236.208,1457
50021_01402,1066,236.652,1458
09009_052549,1093,242.646,1459
36031_24223,1111,246.642,1460
36049_08403,1123,249.306,1461
36049_11986,1126,249.972,1462
36049_11985,1127,250.194,1463
23031_98099,1129,250.638,1464
33003_38153,1130,250.86,1465
25013_021150,1143,253.746,1466
36049_08877,1168,259.296,1467
36049_11987,1172,260.184,1468
23031_92404,1174,260.628,1469
36049_08871,1191,264.402,1470
36049_10009,1192,264.624,1471
50003_10832,1193,264.846,1472
09005_75778,1199,266.178,1473
36049_08867,1207,267.954,1474
36049_08346,1208,268.176,1475
36049_08878,1211,268.842,1476
36049_08862,1219,270.618,1477
36049_08873,1221,271.062,1478
36049_13447,1225,271.95,1479
50025_13478,1234,273.948,1480
36019_09341,1238,274.836,1481
36083_10225,1240,275.28,1482
44009_17550,1244,276.168,1483
23023_17994,1256,278.832,1484
50001_02663,1256,278.832,1485
33003_11720,1271,282.162,1486
36049_11975,1276,283.272,1487
25003_39345,1289,286.158,1488
23019_03725,1298,288.156,1489
33005_21330,1313,291.486,1490
36049_03646,1328,294.816,1491
09001_266411,1354,300.588,1492
25013_050090,1361,302.142,1493
36049_08870,1365,303.03,1494
09007_18371,1370,304.14,1495
36049_08860,1373,304.806,1496
33003_40712,1383,307.026,1497
50001_02466,1402,311.244,1498
33003_36382,1443,320.346,1499
36049_11969,1473,327.006,1500
33017_42882,1486,329.892,1501
23017_09596,1555,345.21,1502
33001_10663,1575,349.65,1503
09011_041457,1597,354.534,1504
09005_75426,1610,357.42,1505
33005_14927,1643,364.746,1506
23017_00945,1660,368.52,1507
33003_38612,1665,369.63,1508
09011_097623,1785,396.27,1509
33005_21638,1800,399.6,1510
23029_15176,1812,402.264,1511
09011_025348,1856,412.032,1512
09009_044787,1926,427.572,1513
09011_053281,2037,452.214,1514
25007_17921,2086,463.092,1515
23017_09796,2091,464.202,1516
33019_16214,2124,471.528,1517
09007_18542,2167,481.074,1518
36031_12519,2241,497.502,1519
36019_00411,2306,511.932,1520
09011_041415,2310,512.82,1521
23007_15473,2655,589.41,1522
33003_15043,2664,591.408,1523
23017_36258,2959,656.898,1524
23025_02998,2964,658.008,1525
33003_04246,3402,755.244,1526
09011_000357,3540,785.88,1527
33003_23469,3562,790.764,1528
23019_03724,3700,821.4,1529
33003_38101,3753,833.166,1530
44009_00204,3802,844.044,1531
23021_06945,3924,871.128,1532
09005_67404,4201,932.622,1533
33003_23465,4290,952.38,1534
23017_20620,4919,1092.018,1535
23017_33800,5494,1219.668,1536
09005_84981,11053,2453.766,1537
23009_07237,12869,2856.918,1538
23009_07302,16955,3764.01,1539
23003_12146,49611,11013.642,1540
23025_00013,102432,22739.904,1541
23003_12183,108089,23995.758,1542
