Count,BpS_Code_105,Zone_105,BpS_Model_105,BpS_Name_105,GroupVeg_105,LABEL_105,Departure_105,BpS_Code_110,Zone_110,BpS_Model_110,BpS_Name_110,GroupName_110,GroupVeg_110,LABEL_110,Departure_110,BPS_CODE_130,ZONE_130,BPS_MODEL_130,BPS_NAME_130,GROUPNAME_130,GROUPVEG_130,LABEL_130,Departure_130,us_105vdep,us_110vdep,us_130vdep,Parcel ID,fee - protection year,fee - orgname,easement - year,easement - orgname,PROTECTED
1,13700,65,6513700,Appalachian (Hemlock-)Northern Hardwood Forest,Hardwood,84,84,13700,65,6513700,Appalachian (Hemlock-)Northern Hardwood Forest,Beech-Hemlock-Sugar Maple-5,Hardwood,83,83,13700,65,6513700,Appalachian (Hemlock-)Northern Hardwood Forest,Beech-Hemlock-Sugar Maple-5,Hardwood,58,58,84,83,58,25015_21929,,,,,NO
49,13020,65,6513020,Laurentian-Acadian Northern Hardwoods Forest,Hardwood,81,81,13020,65,6513020,Laurentian-Acadian Northern Hardwoods Forest,Sugar Maple-Eastern Hemlock-5,Hardwood,81,81,13020,65,6513020,Laurentian-Acadian Northern Hardwoods Forest,Sugar Maple-Eastern Hemlock-5,Hardwood,75,75,81,81,75,25015_14010,,,,,NO
2,15260,65,6515260,Laurentian-Acadian Swamp Systems,Riparian,79,79,15260,65,6515260,Laurentian-Acadian Swamp Systems,Northern White Cedar-5,Riparian,79,79,15260,65,6515260,Laurentian-Acadian Swamp Systems,Northern White Cedar-5,Riparian,52,52,79,79,52,25027_228553,,,,,NO
88,13700,65,6513700,Appalachian (Hemlock-)Northern Hardwood Forest,Hardwood,81,81,13700,65,6513700,Appalachian (Hemlock-)Northern Hardwood Forest,Beech-Hemlock-Sugar Maple-5,Hardwood,81,81,13700,65,6513700,Appalachian (Hemlock-)Northern Hardwood Forest,Beech-Hemlock-Sugar Maple-5,Hardwood,58,58,81,81,58,25027_228553,,,,,NO
17,14790,65,6514790,Central Interior and Appalachian Swamp Systems,Riparian,32,32,14790,65,6514790,Central Interior and Appalachian Swamp Systems,Red Maple-Black Ash-Blackgum-5,Riparian,33,33,14790,65,6514790,Central Interior and Appalachian Swamp Systems,Red Maple-Black Ash-Blackgum-5,Riparian,40,40,32,33,40,25027_228553,,,,,NO
456,13690,65,6513690,Central Appalachian Dry Oak-Pine Forest,Hardwood-Conifer,78,78,13690,65,6513690,Central Appalachian Dry Oak-Pine Forest,Chestnut Oak-Virginia Pine-White Pine-3,Hardwood-Conifer,78,78,13690,65,6513690,Central Appalachian Dry Oak-Pine Forest,Chestnut Oak-Virginia Pine-White Pine-3,Hardwood-Conifer,68,68,78,78,68,25027_228553,,,,,NO
1,13690,65,6513690,Central Appalachian Dry Oak-Pine Forest,Hardwood-Conifer,Urban,Urban,13690,65,6513690,Central Appalachian Dry Oak-Pine Forest,Chestnut Oak-Virginia Pine-White Pine-3,Hardwood-Conifer,,,13690,65,6513690,Central Appalachian Dry Oak-Pine Forest,Chestnut Oak-Virginia Pine-White Pine-3,Hardwood-Conifer,Non-burnable Urban,Non-burnable Urban,120,120,120,25027_228553,,,,,NO
6,13660,65,6513660,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Hardwood-Conifer,58,58,13660,65,6513660,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Eastern Hemlock-White Pine-Yellow Birch-3,Hardwood-Conifer,58,58,13660,65,6513660,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Eastern Hemlock-White Pine-Yellow Birch-3,Hardwood-Conifer,55,55,58,58,55,25015_14010,,,,,NO
1,15180,65,6515180,North-Central Interior Wet Flatwoods,Hardwood,84,84,15180,65,6515180,North-Central Interior Wet Flatwoods,Pin Oak-Swamp White Oak-Maple-5,Hardwood,83,83,15180,65,6515180,North-Central Interior Wet Flatwoods,Pin Oak-Swamp White Oak-Maple-5,Hardwood,11,11,84,83,11,25027_228553,,,,,NO
1,13700,65,6513700,Appalachian (Hemlock-)Northern Hardwood Forest,Hardwood,81,81,13700,65,6513700,Appalachian (Hemlock-)Northern Hardwood Forest,Beech-Hemlock-Sugar Maple-5,Hardwood,81,81,13700,65,6513700,Appalachian (Hemlock-)Northern Hardwood Forest,Beech-Hemlock-Sugar Maple-5,Hardwood,Burnable Urban,Burnable Urban,81,81,121,25027_228553,,,,,NO
1,13770,65,6513770,Central Appalachian Pine-Oak Rocky Woodland,Hardwood-Conifer,61,61,13770,65,6513770,Central Appalachian Pine-Oak Rocky Woodland,Red Pine-Pitch Pine-Black Oak-3,Hardwood-Conifer,67,67,13770,65,6513770,Central Appalachian Pine-Oak Rocky Woodland,Red Pine-Pitch Pine-Black Oak-3,Hardwood-Conifer,24,24,61,67,24,25027_228553,,,,,NO
60,13690,65,6513690,Central Appalachian Dry Oak-Pine Forest,Hardwood-Conifer,80,80,13690,65,6513690,Central Appalachian Dry Oak-Pine Forest,Chestnut Oak-Virginia Pine-White Pine-3,Hardwood-Conifer,79,79,13690,65,6513690,Central Appalachian Dry Oak-Pine Forest,Chestnut Oak-Virginia Pine-White Pine-3,Hardwood-Conifer,68,68,80,79,68,25013_011402,,,,,NO
10,13690,65,6513690,Central Appalachian Dry Oak-Pine Forest,Hardwood-Conifer,80,80,13690,65,6513690,Central Appalachian Dry Oak-Pine Forest,Chestnut Oak-Virginia Pine-White Pine-3,Hardwood-Conifer,79,79,13690,65,6513690,Central Appalachian Dry Oak-Pine Forest,Chestnut Oak-Virginia Pine-White Pine-3,Hardwood-Conifer,Burnable Urban,Burnable Urban,80,79,121,25013_011402,,,,,NO
3,13690,65,6513690,Central Appalachian Dry Oak-Pine Forest,Hardwood-Conifer,80,80,13690,65,6513690,Central Appalachian Dry Oak-Pine Forest,Chestnut Oak-Virginia Pine-White Pine-3,Hardwood-Conifer,79,79,13690,65,6513690,Central Appalachian Dry Oak-Pine Forest,Chestnut Oak-Virginia Pine-White Pine-3,Hardwood-Conifer,Burnable Agriculture,Burnable Agriculture,80,79,181,25013_011402,,,,,NO
11,13690,65,6513690,Central Appalachian Dry Oak-Pine Forest,Hardwood-Conifer,Urban,Urban,13690,65,6513690,Central Appalachian Dry Oak-Pine Forest,Chestnut Oak-Virginia Pine-White Pine-3,Hardwood-Conifer,,,13690,65,6513690,Central Appalachian Dry Oak-Pine Forest,Chestnut Oak-Virginia Pine-White Pine-3,Hardwood-Conifer,Non-burnable Urban,Non-burnable Urban,120,120,120,25013_011402,,,,,NO
14,13700,65,6513700,Appalachian (Hemlock-)Northern Hardwood Forest,Hardwood,84,84,13700,65,6513700,Appalachian (Hemlock-)Northern Hardwood Forest,Beech-Hemlock-Sugar Maple-5,Hardwood,83,83,13700,65,6513700,Appalachian (Hemlock-)Northern Hardwood Forest,Beech-Hemlock-Sugar Maple-5,Hardwood,58,58,84,83,58,25013_011402,,,,,NO
1,13690,65,6513690,Central Appalachian Dry Oak-Pine Forest,Hardwood-Conifer,80,80,13690,65,6513690,Central Appalachian Dry Oak-Pine Forest,Chestnut Oak-Virginia Pine-White Pine-3,Hardwood-Conifer,,,13690,65,6513690,Central Appalachian Dry Oak-Pine Forest,Chestnut Oak-Virginia Pine-White Pine-3,Hardwood-Conifer,Burnable Agriculture,Burnable Agriculture,80,180,181,25013_011402,,,,,NO
1,13700,65,6513700,Appalachian (Hemlock-)Northern Hardwood Forest,Hardwood,84,84,13700,65,6513700,Appalachian (Hemlock-)Northern Hardwood Forest,Beech-Hemlock-Sugar Maple-5,Hardwood,83,83,13700,65,6513700,Appalachian (Hemlock-)Northern Hardwood Forest,Beech-Hemlock-Sugar Maple-5,Hardwood,Burnable Urban,Burnable Urban,84,83,121,25013_011402,,,,,NO
1,13700,65,6513700,Appalachian (Hemlock-)Northern Hardwood Forest,Hardwood,84,84,13700,65,6513700,Appalachian (Hemlock-)Northern Hardwood Forest,Beech-Hemlock-Sugar Maple-5,Hardwood,,,13700,65,6513700,Appalachian (Hemlock-)Northern Hardwood Forest,Beech-Hemlock-Sugar Maple-5,Hardwood,Burnable Agriculture,Burnable Agriculture,84,180,181,25013_011402,,,,,NO
1,13690,65,6513690,Central Appalachian Dry Oak-Pine Forest,Hardwood-Conifer,80,80,13690,65,6513690,Central Appalachian Dry Oak-Pine Forest,Chestnut Oak-Virginia Pine-White Pine-3,Hardwood-Conifer,,,13690,65,6513690,Central Appalachian Dry Oak-Pine Forest,Chestnut Oak-Virginia Pine-White Pine-3,Hardwood-Conifer,Burnable Urban,Burnable Urban,80,180,121,25013_011402,,,,,NO
1,14750,65,6514750,Laurentian-Acadian Floodplain Systems,Riparian,55,55,14750,65,6514750,Laurentian-Acadian Floodplain Systems,Silver Maple-Green Ash-Black Ash-3,Riparian,,,14750,65,6514750,Laurentian-Acadian Floodplain Systems,Silver Maple-Green Ash-Black Ash-3,Riparian,19,19,55,180,19,25013_011402,,,,,NO
1,14750,65,6514750,Laurentian-Acadian Floodplain Systems,Riparian,Urban,Urban,14750,65,6514750,Laurentian-Acadian Floodplain Systems,Silver Maple-Green Ash-Black Ash-3,Riparian,,,14750,65,6514750,Laurentian-Acadian Floodplain Systems,Silver Maple-Green Ash-Black Ash-3,Riparian,Non-burnable Urban,Non-burnable Urban,120,120,120,25013_011402,,,,,NO
1,13770,65,6513770,Central Appalachian Pine-Oak Rocky Woodland,Hardwood-Conifer,80,80,13770,65,6513770,Central Appalachian Pine-Oak Rocky Woodland,Red Pine-Pitch Pine-Black Oak-3,Hardwood-Conifer,84,84,13770,65,6513770,Central Appalachian Pine-Oak Rocky Woodland,Red Pine-Pitch Pine-Black Oak-3,Hardwood-Conifer,24,24,80,84,24,25013_011402,,,,,NO
4,13690,65,6513690,Central Appalachian Dry Oak-Pine Forest,Hardwood-Conifer,80,80,13690,65,6513690,Central Appalachian Dry Oak-Pine Forest,Chestnut Oak-Virginia Pine-White Pine-3,Hardwood-Conifer,,,13690,65,6513690,Central Appalachian Dry Oak-Pine Forest,Chestnut Oak-Virginia Pine-White Pine-3,Hardwood-Conifer,Burnable Urban,Burnable Urban,80,180,121,25015_46860,,,,,NO
2,13690,65,6513690,Central Appalachian Dry Oak-Pine Forest,Hardwood-Conifer,Urban,Urban,13690,65,6513690,Central Appalachian Dry Oak-Pine Forest,Chestnut Oak-Virginia Pine-White Pine-3,Hardwood-Conifer,,,13690,65,6513690,Central Appalachian Dry Oak-Pine Forest,Chestnut Oak-Virginia Pine-White Pine-3,Hardwood-Conifer,Non-burnable Urban,Non-burnable Urban,120,120,120,25015_46860,,,,,NO
43,13690,65,6513690,Central Appalachian Dry Oak-Pine Forest,Hardwood-Conifer,80,80,13690,65,6513690,Central Appalachian Dry Oak-Pine Forest,Chestnut Oak-Virginia Pine-White Pine-3,Hardwood-Conifer,79,79,13690,65,6513690,Central Appalachian Dry Oak-Pine Forest,Chestnut Oak-Virginia Pine-White Pine-3,Hardwood-Conifer,68,68,80,79,68,25015_46860,,,,,NO
7,13690,65,6513690,Central Appalachian Dry Oak-Pine Forest,Hardwood-Conifer,80,80,13690,65,6513690,Central Appalachian Dry Oak-Pine Forest,Chestnut Oak-Virginia Pine-White Pine-3,Hardwood-Conifer,79,79,13690,65,6513690,Central Appalachian Dry Oak-Pine Forest,Chestnut Oak-Virginia Pine-White Pine-3,Hardwood-Conifer,Burnable Urban,Burnable Urban,80,79,121,25015_46860,,,,,NO
1,13690,65,6513690,Central Appalachian Dry Oak-Pine Forest,Hardwood-Conifer,80,80,13690,65,6513690,Central Appalachian Dry Oak-Pine Forest,Chestnut Oak-Virginia Pine-White Pine-3,Hardwood-Conifer,79,79,13690,65,6513690,Central Appalachian Dry Oak-Pine Forest,Chestnut Oak-Virginia Pine-White Pine-3,Hardwood-Conifer,Burnable Agriculture,Burnable Agriculture,80,79,181,25015_46860,,,,,NO
8,13690,65,6513690,Central Appalachian Dry Oak-Pine Forest,Hardwood-Conifer,80,80,13690,65,6513690,Central Appalachian Dry Oak-Pine Forest,Chestnut Oak-Virginia Pine-White Pine-3,Hardwood-Conifer,,,13690,65,6513690,Central Appalachian Dry Oak-Pine Forest,Chestnut Oak-Virginia Pine-White Pine-3,Hardwood-Conifer,Burnable Agriculture,Burnable Agriculture,80,180,181,25015_46860,,,,,NO
8,13690,65,6513690,Central Appalachian Dry Oak-Pine Forest,Hardwood-Conifer,80,80,13690,65,6513690,Central Appalachian Dry Oak-Pine Forest,Chestnut Oak-Virginia Pine-White Pine-3,Hardwood-Conifer,,,13690,65,6513690,Central Appalachian Dry Oak-Pine Forest,Chestnut Oak-Virginia Pine-White Pine-3,Hardwood-Conifer,68,68,80,180,68,25015_46860,,,,,NO
28,13660,65,6513660,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Hardwood-Conifer,58,58,13660,65,6513660,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Eastern Hemlock-White Pine-Yellow Birch-3,Hardwood-Conifer,58,58,13660,65,6513660,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Eastern Hemlock-White Pine-Yellow Birch-3,Hardwood-Conifer,55,55,58,58,55,25003_45383,,,,,NO
5,13020,65,6513020,Laurentian-Acadian Northern Hardwoods Forest,Hardwood,Urban,Urban,13020,65,6513020,Laurentian-Acadian Northern Hardwoods Forest,Sugar Maple-Eastern Hemlock-5,Hardwood,,,13020,65,6513020,Laurentian-Acadian Northern Hardwoods Forest,Sugar Maple-Eastern Hemlock-5,Hardwood,Non-burnable Urban,Non-burnable Urban,120,120,120,25003_45383,,,,,NO
27,13020,65,6513020,Laurentian-Acadian Northern Hardwoods Forest,Hardwood,81,81,13020,65,6513020,Laurentian-Acadian Northern Hardwoods Forest,Sugar Maple-Eastern Hemlock-5,Hardwood,81,81,13020,65,6513020,Laurentian-Acadian Northern Hardwoods Forest,Sugar Maple-Eastern Hemlock-5,Hardwood,75,75,81,81,75,25003_45383,,,,,NO
1,14790,65,6514790,Central Interior and Appalachian Swamp Systems,Riparian,33,33,14790,65,6514790,Central Interior and Appalachian Swamp Systems,Red Maple-Black Ash-Blackgum-5,Riparian,33,33,14790,65,6514790,Central Interior and Appalachian Swamp Systems,Red Maple-Black Ash-Blackgum-5,Riparian,40,40,33,33,40,25003_45383,,,,,NO
1,15260,65,6515260,Laurentian-Acadian Swamp Systems,Riparian,79,79,15260,65,6515260,Laurentian-Acadian Swamp Systems,Northern White Cedar-5,Riparian,79,79,15260,65,6515260,Laurentian-Acadian Swamp Systems,Northern White Cedar-5,Riparian,52,52,79,79,52,25003_45383,,,,,NO
644,13690,65,6513690,Central Appalachian Dry Oak-Pine Forest,Hardwood-Conifer,80,80,13690,65,6513690,Central Appalachian Dry Oak-Pine Forest,Chestnut Oak-Virginia Pine-White Pine-3,Hardwood-Conifer,79,79,13690,65,6513690,Central Appalachian Dry Oak-Pine Forest,Chestnut Oak-Virginia Pine-White Pine-3,Hardwood-Conifer,68,68,80,79,68,25013_050090,,,,,NO
15,13690,65,6513690,Central Appalachian Dry Oak-Pine Forest,Hardwood-Conifer,Urban,Urban,13690,65,6513690,Central Appalachian Dry Oak-Pine Forest,Chestnut Oak-Virginia Pine-White Pine-3,Hardwood-Conifer,,,13690,65,6513690,Central Appalachian Dry Oak-Pine Forest,Chestnut Oak-Virginia Pine-White Pine-3,Hardwood-Conifer,Non-burnable Urban,Non-burnable Urban,120,120,120,25013_050090,,,,,NO
301,13700,65,6513700,Appalachian (Hemlock-)Northern Hardwood Forest,Hardwood,84,84,13700,65,6513700,Appalachian (Hemlock-)Northern Hardwood Forest,Beech-Hemlock-Sugar Maple-5,Hardwood,83,83,13700,65,6513700,Appalachian (Hemlock-)Northern Hardwood Forest,Beech-Hemlock-Sugar Maple-5,Hardwood,58,58,84,83,58,25013_050090,,,,,NO
8,13700,65,6513700,Appalachian (Hemlock-)Northern Hardwood Forest,Hardwood,Urban,Urban,13700,65,6513700,Appalachian (Hemlock-)Northern Hardwood Forest,Beech-Hemlock-Sugar Maple-5,Hardwood,,,13700,65,6513700,Appalachian (Hemlock-)Northern Hardwood Forest,Beech-Hemlock-Sugar Maple-5,Hardwood,Non-burnable Urban,Non-burnable Urban,120,120,120,25013_050090,,,,,NO
1,15260,65,6515260,Laurentian-Acadian Swamp Systems,Riparian,79,79,15260,65,6515260,Laurentian-Acadian Swamp Systems,Northern White Cedar-5,Riparian,79,79,15260,65,6515260,Laurentian-Acadian Swamp Systems,Northern White Cedar-5,Riparian,52,52,79,79,52,25013_050090,,,,,NO
22,13690,65,6513690,Central Appalachian Dry Oak-Pine Forest,Hardwood-Conifer,80,80,13690,65,6513690,Central Appalachian Dry Oak-Pine Forest,Chestnut Oak-Virginia Pine-White Pine-3,Hardwood-Conifer,79,79,13690,65,6513690,Central Appalachian Dry Oak-Pine Forest,Chestnut Oak-Virginia Pine-White Pine-3,Hardwood-Conifer,Burnable Urban,Burnable Urban,80,79,121,25013_050090,,,,,NO
3,14790,65,6514790,Central Interior and Appalachian Swamp Systems,Riparian,33,33,14790,65,6514790,Central Interior and Appalachian Swamp Systems,Red Maple-Black Ash-Blackgum-5,Riparian,33,33,14790,65,6514790,Central Interior and Appalachian Swamp Systems,Red Maple-Black Ash-Blackgum-5,Riparian,40,40,33,33,40,25013_050090,,,,,NO
1,13700,65,6513700,Appalachian (Hemlock-)Northern Hardwood Forest,Hardwood,84,84,13700,65,6513700,Appalachian (Hemlock-)Northern Hardwood Forest,Beech-Hemlock-Sugar Maple-5,Hardwood,83,83,13700,65,6513700,Appalachian (Hemlock-)Northern Hardwood Forest,Beech-Hemlock-Sugar Maple-5,Hardwood,Non-burnable Urban,Non-burnable Urban,84,83,120,25013_050090,,,,,NO
37,13660,65,6513660,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Hardwood-Conifer,58,58,13660,65,6513660,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Eastern Hemlock-White Pine-Yellow Birch-3,Hardwood-Conifer,58,58,13660,65,6513660,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Eastern Hemlock-White Pine-Yellow Birch-3,Hardwood-Conifer,55,55,58,58,55,25013_050090,,,,,NO
11,14750,65,6514750,Laurentian-Acadian Floodplain Systems,Riparian,55,55,14750,65,6514750,Laurentian-Acadian Floodplain Systems,Silver Maple-Green Ash-Black Ash-3,Riparian,55,55,14750,65,6514750,Laurentian-Acadian Floodplain Systems,Silver Maple-Green Ash-Black Ash-3,Riparian,19,19,55,55,19,25013_050090,,,,,NO
14,13700,65,6513700,Appalachian (Hemlock-)Northern Hardwood Forest,Hardwood,84,84,13700,65,6513700,Appalachian (Hemlock-)Northern Hardwood Forest,Beech-Hemlock-Sugar Maple-5,Hardwood,83,83,13700,65,6513700,Appalachian (Hemlock-)Northern Hardwood Forest,Beech-Hemlock-Sugar Maple-5,Hardwood,Burnable Urban,Burnable Urban,84,83,121,25013_050090,,,,,NO
10,14710,65,6514710,Central Interior and Appalachian Floodplain Systems,Riparian,Urban,Urban,14710,65,6514710,Central Interior and Appalachian Floodplain Systems,American Sycamore-Silver Maple-3,Riparian,,,14710,65,6514710,Central Interior and Appalachian Floodplain Systems,American Sycamore-Silver Maple-3,Riparian,Non-burnable Urban,Non-burnable Urban,120,120,120,25013_050090,,,,,NO
7,13700,65,6513700,Appalachian (Hemlock-)Northern Hardwood Forest,Hardwood,84,84,13700,65,6513700,Appalachian (Hemlock-)Northern Hardwood Forest,Beech-Hemlock-Sugar Maple-5,Hardwood,,,13700,65,6513700,Appalachian (Hemlock-)Northern Hardwood Forest,Beech-Hemlock-Sugar Maple-5,Hardwood,Burnable Agriculture,Burnable Agriculture,84,180,181,25013_050090,,,,,NO
12,13770,65,6513770,Central Appalachian Pine-Oak Rocky Woodland,Hardwood-Conifer,86,86,13770,65,6513770,Central Appalachian Pine-Oak Rocky Woodland,Red Pine-Pitch Pine-Black Oak-3,Hardwood-Conifer,91,91,13770,65,6513770,Central Appalachian Pine-Oak Rocky Woodland,Red Pine-Pitch Pine-Black Oak-3,Hardwood-Conifer,24,24,86,91,24,25013_050090,,,,,NO
7,14710,65,6514710,Central Interior and Appalachian Floodplain Systems,Riparian,67,67,14710,65,6514710,Central Interior and Appalachian Floodplain Systems,American Sycamore-Silver Maple-3,Riparian,66,66,14710,65,6514710,Central Interior and Appalachian Floodplain Systems,American Sycamore-Silver Maple-3,Riparian,Burnable Urban,Burnable Urban,67,66,121,25013_050090,,,,,NO
1,13690,65,6513690,Central Appalachian Dry Oak-Pine Forest,Hardwood-Conifer,80,80,13690,65,6513690,Central Appalachian Dry Oak-Pine Forest,Chestnut Oak-Virginia Pine-White Pine-3,Hardwood-Conifer,,,13690,65,6513690,Central Appalachian Dry Oak-Pine Forest,Chestnut Oak-Virginia Pine-White Pine-3,Hardwood-Conifer,Burnable Urban,Burnable Urban,80,180,121,25013_050090,,,,,NO
3,13700,65,6513700,Appalachian (Hemlock-)Northern Hardwood Forest,Hardwood,84,84,13700,65,6513700,Appalachian (Hemlock-)Northern Hardwood Forest,Beech-Hemlock-Sugar Maple-5,Hardwood,,,13700,65,6513700,Appalachian (Hemlock-)Northern Hardwood Forest,Beech-Hemlock-Sugar Maple-5,Hardwood,Burnable Urban,Burnable Urban,84,180,121,25013_050090,,,,,NO
2,14710,65,6514710,Central Interior and Appalachian Floodplain Systems,Riparian,67,67,14710,65,6514710,Central Interior and Appalachian Floodplain Systems,American Sycamore-Silver Maple-3,Riparian,,,14710,65,6514710,Central Interior and Appalachian Floodplain Systems,American Sycamore-Silver Maple-3,Riparian,Burnable Agriculture,Burnable Agriculture,67,180,181,25013_050090,,,,,NO
1,13690,65,6513690,Central Appalachian Dry Oak-Pine Forest,Hardwood-Conifer,80,80,13690,65,6513690,Central Appalachian Dry Oak-Pine Forest,Chestnut Oak-Virginia Pine-White Pine-3,Hardwood-Conifer,,,13690,65,6513690,Central Appalachian Dry Oak-Pine Forest,Chestnut Oak-Virginia Pine-White Pine-3,Hardwood-Conifer,68,68,80,180,68,25013_050090,,,,,NO
1,13620,65,6513620,Laurentian-Acadian Northern Pine(-Oak) Forest,Hardwood-Conifer,86,86,13620,65,6513620,Laurentian-Acadian Northern Pine(-Oak) Forest,Red Pine-White Pine-White Oak-3,Hardwood-Conifer,,,13620,65,6513620,Laurentian-Acadian Northern Pine(-Oak) Forest,Red Pine-White Pine-White Oak-3,Hardwood-Conifer,Burnable Urban,Burnable Urban,86,180,121,25013_050090,,,,,NO
1,14710,65,6514710,Central Interior and Appalachian Floodplain Systems,Riparian,67,67,14710,65,6514710,Central Interior and Appalachian Floodplain Systems,American Sycamore-Silver Maple-3,Riparian,66,66,14710,65,6514710,Central Interior and Appalachian Floodplain Systems,American Sycamore-Silver Maple-3,Riparian,Burnable Agriculture,Burnable Agriculture,67,66,181,25013_050090,,,,,NO
3,14790,65,6514790,Central Interior and Appalachian Swamp Systems,Riparian,33,33,14790,65,6514790,Central Interior and Appalachian Swamp Systems,Red Maple-Black Ash-Blackgum-5,Riparian,33,33,14790,65,6514790,Central Interior and Appalachian Swamp Systems,Red Maple-Black Ash-Blackgum-5,Riparian,Burnable Urban,Burnable Urban,33,33,121,25013_050090,,,,,NO
209,13020,65,6513020,Laurentian-Acadian Northern Hardwoods Forest,Hardwood,81,81,13020,65,6513020,Laurentian-Acadian Northern Hardwoods Forest,Sugar Maple-Eastern Hemlock-5,Hardwood,81,81,13020,65,6513020,Laurentian-Acadian Northern Hardwoods Forest,Sugar Maple-Eastern Hemlock-5,Hardwood,75,75,81,81,75,25013_050090,,,,,NO
2,14790,65,6514790,Central Interior and Appalachian Swamp Systems,Riparian,Urban,Urban,14790,65,6514790,Central Interior and Appalachian Swamp Systems,Red Maple-Black Ash-Blackgum-5,Riparian,,,14790,65,6514790,Central Interior and Appalachian Swamp Systems,Red Maple-Black Ash-Blackgum-5,Riparian,Non-burnable Urban,Non-burnable Urban,120,120,120,25013_050090,,,,,NO
28,13620,65,6513620,Laurentian-Acadian Northern Pine(-Oak) Forest,Hardwood-Conifer,86,86,13620,65,6513620,Laurentian-Acadian Northern Pine(-Oak) Forest,Red Pine-White Pine-White Oak-3,Hardwood-Conifer,87,87,13620,65,6513620,Laurentian-Acadian Northern Pine(-Oak) Forest,Red Pine-White Pine-White Oak-3,Hardwood-Conifer,74,74,86,87,74,25013_050090,,,,,NO
10,13620,65,6513620,Laurentian-Acadian Northern Pine(-Oak) Forest,Hardwood-Conifer,Urban,Urban,13620,65,6513620,Laurentian-Acadian Northern Pine(-Oak) Forest,Red Pine-White Pine-White Oak-3,Hardwood-Conifer,,,13620,65,6513620,Laurentian-Acadian Northern Pine(-Oak) Forest,Red Pine-White Pine-White Oak-3,Hardwood-Conifer,Non-burnable Urban,Non-burnable Urban,120,120,120,25013_050090,,,,,NO
5,13620,65,6513620,Laurentian-Acadian Northern Pine(-Oak) Forest,Hardwood-Conifer,86,86,13620,65,6513620,Laurentian-Acadian Northern Pine(-Oak) Forest,Red Pine-White Pine-White Oak-3,Hardwood-Conifer,87,87,13620,65,6513620,Laurentian-Acadian Northern Pine(-Oak) Forest,Red Pine-White Pine-White Oak-3,Hardwood-Conifer,Burnable Urban,Burnable Urban,86,87,121,25013_050090,,,,,NO
2,13770,65,6513770,Central Appalachian Pine-Oak Rocky Woodland,Hardwood-Conifer,86,86,13770,65,6513770,Central Appalachian Pine-Oak Rocky Woodland,Red Pine-Pitch Pine-Black Oak-3,Hardwood-Conifer,91,91,13770,65,6513770,Central Appalachian Pine-Oak Rocky Woodland,Red Pine-Pitch Pine-Black Oak-3,Hardwood-Conifer,Burnable Urban,Burnable Urban,86,91,121,25013_050090,,,,,NO
27,13700,65,6513700,Appalachian (Hemlock-)Northern Hardwood Forest,Hardwood,80,80,13700,65,6513700,Appalachian (Hemlock-)Northern Hardwood Forest,Beech-Hemlock-Sugar Maple-5,Hardwood,79,79,13700,65,6513700,Appalachian (Hemlock-)Northern Hardwood Forest,Beech-Hemlock-Sugar Maple-5,Hardwood,58,58,80,79,58,36021_02944,,,,,NO
247,13690,65,6513690,Central Appalachian Dry Oak-Pine Forest,Hardwood-Conifer,78,78,13690,65,6513690,Central Appalachian Dry Oak-Pine Forest,Chestnut Oak-Virginia Pine-White Pine-3,Hardwood-Conifer,78,78,13690,65,6513690,Central Appalachian Dry Oak-Pine Forest,Chestnut Oak-Virginia Pine-White Pine-3,Hardwood-Conifer,68,68,78,78,68,36021_02944,,,,,NO
3,14790,65,6514790,Central Interior and Appalachian Swamp Systems,Riparian,34,34,14790,65,6514790,Central Interior and Appalachian Swamp Systems,Red Maple-Black Ash-Blackgum-5,Riparian,33,33,14790,65,6514790,Central Interior and Appalachian Swamp Systems,Red Maple-Black Ash-Blackgum-5,Riparian,40,40,34,33,40,36021_02944,,,,,NO
20,13690,65,6513690,Central Appalachian Dry Oak-Pine Forest,Hardwood-Conifer,79,79,13690,65,6513690,Central Appalachian Dry Oak-Pine Forest,Chestnut Oak-Virginia Pine-White Pine-3,Hardwood-Conifer,,,13690,65,6513690,Central Appalachian Dry Oak-Pine Forest,Chestnut Oak-Virginia Pine-White Pine-3,Hardwood-Conifer,Burnable Urban,Burnable Urban,79,180,121,25005_096215,,,,,NO
53,13690,65,6513690,Central Appalachian Dry Oak-Pine Forest,Hardwood-Conifer,79,79,13690,65,6513690,Central Appalachian Dry Oak-Pine Forest,Chestnut Oak-Virginia Pine-White Pine-3,Hardwood-Conifer,79,79,13690,65,6513690,Central Appalachian Dry Oak-Pine Forest,Chestnut Oak-Virginia Pine-White Pine-3,Hardwood-Conifer,Burnable Urban,Burnable Urban,79,79,121,25005_096215,,,,,NO
